"CoreID","treatment","sat_level","Mass","formula","presence","n"
"FT007","Drying",100,351.0510202,"C19H12O7",1,4
"FT007","Drying",100,351.0721777,"C16H16O9",1,4
"FT007","Drying",100,351.0834265,"C15H16O8N2",1,4
"FT007","Drying",100,351.0874304,"C20H16O6",1,4
"FT007","Drying",100,351.1085583,"C17H20O8",1,5
"FT007","Drying",100,351.1344726,"C12H24O6N4S1",1,5
"FT007","Drying",100,351.1449316,"C18H24O7",1,5
"FT007","Drying",100,351.1813465,"C19H28O6",1,5
"FT007","Drying",100,351.2177198,"C20H32O5",1,5
"FT007","Drying",100,351.2210675,"C17H36O5S1",1,4
"FT007","Drying",100,352.0674554,"C15H15O9N1",1,4
"FT007","Drying",100,352.1038426,"C16H19O8N1",1,4
"FT007","Drying",100,353.0150634,"C14H10O11",1,4
"FT007","Drying",100,353.0303143,"C18H10O8",1,4
"FT007","Drying",100,353.0514506,"C15H14O10",1,4
"FT007","Drying",100,353.0877878,"C16H18O9",1,4
"FT007","Drying",100,353.0990696,"C15H18O8N2",1,3
"FT007","Drying",100,353.1030975,"C20H18O6",1,4
"FT007","Drying",100,353.1242404,"C17H22O8",1,5
"FT007","Drying",100,353.1394644,"C21H22O5",1,5
"FT007","Drying",100,353.1605688,"C18H26O7",1,5
"FT007","Drying",100,353.1969873,"C19H30O6",1,5
"FT007","Drying",100,353.2003625,"C16H34O6S1",1,5
"FT007","Drying",100,354.0831087,"C15H17O9N1",1,4
"FT007","Drying",100,354.1195027,"C16H21O8N1",1,4
"FT007","Drying",100,355.0095907,"C17H8O9",1,4
"FT007","Drying",100,355.0307012,"C14H12O11",1,4
"FT007","Drying",100,355.0459226,"C18H12O8",1,5
"FT007","Drying",100,355.0565543,"C9H16O9N4S1",1,3
"FT007","Drying",100,355.0670632,"C15H16O10",1,4
"FT007","Drying",100,355.0823565,"C19H16O7",1,4
"FT007","Drying",100,355.1035068,"C16H20O9",1,4
"FT007","Drying",100,355.1187251,"C20H20O6",1,5
"FT007","Drying",100,355.1398202,"C17H24O8",1,5
"FT007","Drying",100,355.1550666,"C21H24O5",1,5
"FT007","Drying",100,355.176261,"C18H28O7",1,5
"FT007","Drying",100,355.212643,"C19H32O6",1,5
"FT007","Drying",100,355.3217457,"C22H44O3",1,3
"FT007","Drying",100,356.0623788,"C14H15O10N1",1,3
"FT007","Drying",100,356.0987169,"C15H19O9N1",1,4
"FT007","Drying",100,357.0252484,"C17H10O9",1,4
"FT007","Drying",100,357.0463288,"C14H14O11",1,4
"FT007","Drying",100,357.0615808,"C18H14O8",1,5
"FT007","Drying",100,357.0827279,"C15H18O10",1,4
"FT007","Drying",100,357.0980175,"C19H18O7",1,5
"FT007","Drying",100,357.1191413,"C16H22O9",1,4
"FT007","Drying",100,357.1343735,"C20H22O6",1,5
"FT007","Drying",100,357.1554821,"C17H26O8",1,5
"FT007","Drying",100,357.1707611,"C21H26O5",1,5
"FT007","Drying",100,357.1772193,"C17H31O2N2S1P1",1,3
"FT007","Drying",100,357.1919064,"C18H30O7",1,5
"FT007","Drying",100,357.2282684,"C19H34O6",1,5
"FT007","Drying",100,358.2235065,"C18H33O6N1",1,3
"FT007","Drying",100,359.0044716,"C16H8O10",1,4
"FT007","Drying",100,359.0256178,"C13H12O12",1,4
"FT007","Drying",100,359.0408903,"C17H12O9",1,4
"FT007","Drying",100,359.0620229,"C14H16O11",1,4
"FT007","Drying",100,359.0772578,"C18H16O8",1,5
"FT007","Drying",100,359.0806726,"C15H20O8S1",1,3
"FT007","Drying",100,359.0983672,"C15H20O10",1,4
"FT007","Drying",100,359.1136269,"C19H20O7",1,5
"FT007","Drying",100,359.1347705,"C16H24O9",1,4
"FT007","Drying",100,359.1500351,"C20H24O6",1,5
"FT007","Drying",100,359.1711639,"C17H28O8",1,5
"FT007","Drying",100,359.1864093,"C21H28O5",1,5
"FT007","Drying",100,359.2075321,"C18H32O7",1,5
"FT007","Drying",100,360.0725037,"C17H15O8N1",1,4
"FT007","Drying",100,360.2391758,"C18H35O6N1",1,4
"FT007","Drying",100,361.0201717,"C16H10O10",1,4
"FT007","Drying",100,361.0413102,"C13H14O12",1,4
"FT007","Drying",100,361.0565469,"C17H14O9",1,5
"FT007","Drying",100,361.0677946,"C16H14O8N2",1,4
"FT007","Drying",100,361.0776589,"C14H18O11",1,4
"FT007","Drying",100,361.0929045,"C18H18O8",1,5
"FT007","Drying",100,361.0962915,"C15H22O8S1",1,4
"FT007","Drying",100,361.1140552,"C15H22O10",1,4
"FT007","Drying",100,361.1293029,"C19H22O7",1,5
"FT007","Drying",100,361.1326856,"C16H26O7S1",1,4
"FT007","Drying",100,361.1504207,"C16H26O9",1,5
"FT007","Drying",100,361.1656778,"C20H26O6",1,5
"FT007","Drying",100,361.1867796,"C17H30O8",1,4
"FT007","Drying",100,361.2020342,"C21H30O5",1,5
"FT007","Drying",100,362.0517626,"C16H13O9N1",1,3
"FT007","Drying",100,362.0881274,"C17H17O8N1",1,4
"FT007","Drying",100,362.1457424,"C15H25O9N1",1,5
"FT007","Drying",100,362.9993715,"C15H8O11",1,3
"FT007","Drying",100,363.0357936,"C16H12O10",1,4
"FT007","Drying",100,363.0510817,"C20H12O7",1,4
"FT007","Drying",100,363.0721825,"C17H16O9",1,5
"FT007","Drying",100,363.083372,"C16H16O8N2",1,4
"FT007","Drying",100,363.0852222,"C14H21O9P1",1,4
"FT007","Drying",100,363.108548,"C18H20O8",1,5
"FT007","Drying",100,363.111932,"C15H24O8S1",1,3
"FT007","Drying",100,363.1449713,"C19H24O7",1,5
"FT007","Drying",100,363.1813554,"C20H28O6",1,5
"FT007","Drying",100,363.217721,"C21H32O5",1,5
"FT007","Drying",100,364.0674319,"C16H15O9N1",1,4
"FT007","Drying",100,364.1038304,"C17H19O8N1",1,4
"FT007","Drying",100,364.2259905,"C17H36O5N1P1",1,5
"FT007","Drying",100,365.0150679,"C15H10O11",1,4
"FT007","Drying",100,365.0302962,"C19H10O8",1,4
"FT007","Drying",100,365.0513937,"C16H14O10",1,4
"FT007","Drying",100,365.0666432,"C20H14O7",1,4
"FT007","Drying",100,365.0878183,"C17H18O9",1,5
"FT007","Drying",100,365.0990521,"C16H18O8N2",1,4
"FT007","Drying",100,365.1241961,"C18H22O8",1,5
"FT007","Drying",100,365.1364237,"C18H26O2N2S2",1,3
"FT007","Drying",100,365.1605578,"C19H26O7",1,5
"FT007","Drying",100,365.196989,"C20H30O6",1,5
"FT007","Drying",100,365.2333785,"C21H34O5",1,5
"FT007","Drying",100,366.083081,"C16H17O9N1",1,4
"FT007","Drying",100,366.1194556,"C17H21O8N1",1,4
"FT007","Drying",100,367.0095991,"C18H8O9",1,3
"FT007","Drying",100,367.0306441,"C15H12O11",1,4
"FT007","Drying",100,367.0459207,"C19H12O8",1,5
"FT007","Drying",100,367.0670824,"C16H16O10",1,4
"FT007","Drying",100,367.0783308,"C15H16O9N2",1,3
"FT007","Drying",100,367.0823713,"C20H16O7",1,4
"FT007","Drying",100,367.1034761,"C17H20O9",1,5
"FT007","Drying",100,367.1187257,"C21H20O6",1,4
"FT007","Drying",100,367.1398049,"C18H24O8",1,5
"FT007","Drying",100,367.1762498,"C19H28O7",1,5
"FT007","Drying",100,367.2126251,"C20H32O6",1,5
"FT007","Drying",100,368.0622997,"C15H15O10N1",1,4
"FT007","Drying",100,368.0986987,"C16H19O9N1",1,4
"FT007","Drying",100,368.1351382,"C17H23O8N1",1,4
"FT007","Drying",100,369.010018,"C14H10O12",1,4
"FT007","Drying",100,369.0252507,"C18H10O9",1,4
"FT007","Drying",100,369.0463272,"C15H14O11",1,4
"FT007","Drying",100,369.0615719,"C19H14O8",1,4
"FT007","Drying",100,369.0722398,"C10H18O9N4S1",1,3
"FT007","Drying",100,369.0827239,"C16H18O10",1,4
"FT007","Drying",100,369.0980228,"C20H18O7",1,5
"FT007","Drying",100,369.1191571,"C17H22O9",1,4
"FT007","Drying",100,369.1343672,"C21H22O6",1,5
"FT007","Drying",100,369.1554613,"C18H26O8",1,5
"FT007","Drying",100,369.1707064,"C22H26O5",1,5
"FT007","Drying",100,369.1918878,"C19H30O7",1,5
"FT007","Drying",100,369.2071559,"C23H30O4",1,4
"FT007","Drying",100,369.2283178,"C20H34O6",1,5
"FT007","Drying",100,369.3010498,"C22H42O4",1,4
"FT007","Drying",100,370.0779965,"C15H17O10N1",1,3
"FT007","Drying",100,370.114319,"C16H21O9N1",1,4
"FT007","Drying",100,371.0044459,"C17H8O10",1,4
"FT007","Drying",100,371.0255965,"C14H12O12",1,4
"FT007","Drying",100,371.0408674,"C18H12O9",1,5
"FT007","Drying",100,371.0620061,"C15H16O11",1,4
"FT007","Drying",100,371.0772555,"C19H16O8",1,5
"FT007","Drying",100,371.0983616,"C16H20O10",1,4
"FT007","Drying",100,371.1136154,"C20H20O7",1,5
"FT007","Drying",100,371.1242742,"C11H24O8N4S1",1,3
"FT007","Drying",100,371.1347738,"C17H24O9",1,4
"FT007","Drying",100,371.1499775,"C21H24O6",1,5
"FT007","Drying",100,371.1711897,"C18H28O8",1,5
"FT007","Drying",100,371.1864382,"C22H28O5",1,5
"FT007","Drying",100,371.207546,"C19H32O7",1,5
"FT007","Drying",100,371.243954,"C20H36O6",1,5
"FT007","Drying",100,372.0724497,"C18H15O8N1",1,3
"FT007","Drying",100,372.130062,"C16H23O9N1",1,4
"FT007","Drying",100,373.0201336,"C17H10O10",1,4
"FT007","Drying",100,373.0331239,"C14H15O10P1",1,3
"FT007","Drying",100,373.0412353,"C14H14O12",1,4
"FT007","Drying",100,373.0564755,"C18H14O9",1,5
"FT007","Drying",100,373.0776209,"C15H18O11",1,4
"FT007","Drying",100,373.0830377,"C21H14O5N2",1,3
"FT007","Drying",100,373.0929036,"C19H18O8",1,5
"FT007","Drying",100,373.0963307,"C16H22O8S1",1,3
"FT007","Drying",100,373.1140474,"C16H22O10",1,4
"FT007","Drying",100,373.1292845,"C20H22O7",1,5
"FT007","Drying",100,373.1423451,"C17H27O7P1",1,5
"FT007","Drying",100,373.1503832,"C17H26O9",1,4
"FT007","Drying",100,373.1656336,"C21H26O6",1,5
"FT007","Drying",100,373.1867773,"C18H30O8",1,5
"FT007","Drying",100,373.2020633,"C22H30O5",1,5
"FT007","Drying",100,373.2231954,"C19H34O7",1,5
"FT007","Drying",100,374.0517457,"C17H13O9N1",1,4
"FT007","Drying",100,374.0881407,"C18H17O8N1",1,4
"FT007","Drying",100,374.9994616,"C16H8O11",1,4
"FT007","Drying",100,375.0358241,"C17H12O10",1,4
"FT007","Drying",100,375.0568913,"C14H16O12",1,4
"FT007","Drying",100,375.0721271,"C18H16O9",1,5
"FT007","Drying",100,375.0755614,"C15H20O9S1",1,4
"FT007","Drying",100,375.0833543,"C17H16O8N2",1,3
"FT007","Drying",100,375.0932844,"C15H20O11",1,4
"FT007","Drying",100,375.1085746,"C19H20O8",1,5
"FT007","Drying",100,375.1297354,"C16H24O10",1,4
"FT007","Drying",100,375.1449579,"C20H24O7",1,5
"FT007","Drying",100,375.1660375,"C17H28O9",1,5
"FT007","Drying",100,375.181269,"C21H28O6",1,5
"FT007","Drying",100,375.20243,"C18H32O8",1,4
"FT007","Drying",100,375.2177149,"C22H32O5",1,5
"FT007","Drying",100,376.0673684,"C17H15O9N1",1,4
"FT007","Drying",100,376.1038126,"C18H19O8N1",1,4
"FT007","Drying",100,376.1613227,"C16H27O9N1",1,5
"FT007","Drying",100,376.2163223,"C18H35O5N1S1",1,5
"FT007","Drying",100,376.2526257,"C19H39O4N1S1",1,3
"FT007","Drying",100,377.0150444,"C16H10O11",1,4
"FT007","Drying",100,377.0514228,"C17H14O10",1,4
"FT007","Drying",100,377.087793,"C18H18O9",1,5
"FT007","Drying",100,377.0989697,"C17H18O8N2",1,4
"FT007","Drying",100,377.1008586,"C15H23O9P1",1,4
"FT007","Drying",100,377.1241907,"C19H22O8",1,5
"FT007","Drying",100,377.1605886,"C20H26O7",1,5
"FT007","Drying",100,377.1969754,"C21H30O6",1,5
"FT007","Drying",100,377.2333628,"C22H34O5",1,3
"FT007","Drying",100,378.0467067,"C16H13O10N1",1,4
"FT007","Drying",100,378.0831153,"C17H17O9N1",1,4
"FT007","Drying",100,378.1194813,"C18H21O8N1",1,4
"FT007","Drying",100,378.1405312,"C15H25O10N1",1,3
"FT007","Drying",100,379.0096231,"C19H8O9",1,3
"FT007","Drying",100,379.0306796,"C16H12O11",1,4
"FT007","Drying",100,379.0458962,"C20H12O8",1,4
"FT007","Drying",100,379.0670396,"C17H16O10",1,4
"FT007","Drying",100,379.0781836,"C16H16O9N2",1,4
"FT007","Drying",100,379.0823704,"C21H16O7",1,4
"FT007","Drying",100,379.103503,"C18H20O9",1,5
"FT007","Drying",100,379.1146869,"C17H20O8N2",1,4
"FT007","Drying",100,379.1188337,"C22H20O6",1,3
"FT007","Drying",100,379.1398426,"C19H24O8",1,5
"FT007","Drying",100,379.1761798,"C20H28O7",1,5
"FT007","Drying",100,379.2126594,"C21H32O6",1,5
"FT007","Drying",100,380.0623231,"C16H15O10N1",1,4
"FT007","Drying",100,380.1351212,"C18H23O8N1",1,4
"FT007","Drying",100,381.0099154,"C15H10O12",1,4
"FT007","Drying",100,381.0251893,"C19H10O9",1,4
"FT007","Drying",100,381.0463394,"C16H14O11",1,4
"FT007","Drying",100,381.0616041,"C20H14O8",1,5
"FT007","Drying",100,381.0827445,"C17H18O10",1,4
"FT007","Drying",100,381.0939604,"C16H18O9N2",1,3
"FT007","Drying",100,381.0980185,"C21H18O7",1,4
"FT007","Drying",100,381.1191184,"C18H22O9",1,5
"FT007","Drying",100,381.1343909,"C22H22O6",1,5
"FT007","Drying",100,381.1555123,"C19H26O8",1,5
"FT007","Drying",100,381.1919237,"C20H30O7",1,5
"FT007","Drying",100,381.2282955,"C21H34O6",1,5
"FT007","Drying",100,381.231643,"C18H38O6S1",1,5
"FT007","Drying",100,382.0780162,"C16H17O10N1",1,4
"FT007","Drying",100,382.114315,"C17H21O9N1",1,4
"FT007","Drying",100,382.1508264,"C18H25O8N1",1,3
"FT007","Drying",100,383.0045012,"C18H8O10",1,4
"FT007","Drying",100,383.0256037,"C15H12O12",1,4
"FT007","Drying",100,383.0408446,"C19H12O9",1,4
"FT007","Drying",100,383.0619525,"C16H16O11",1,4
"FT007","Drying",100,383.0772265,"C20H16O8",1,5
"FT007","Drying",100,383.0984052,"C17H20O10",1,4
"FT007","Drying",100,383.109668,"C16H20O9N2",1,3
"FT007","Drying",100,383.113689,"C21H20O7",1,5
"FT007","Drying",100,383.1347802,"C18H24O9",1,5
"FT007","Drying",100,383.1500124,"C22H24O6",1,5
"FT007","Drying",100,383.1711103,"C19H28O8",1,5
"FT007","Drying",100,383.1863467,"C23H28O5",1,5
"FT007","Drying",100,383.2075425,"C20H32O7",1,5
"FT007","Drying",100,383.2439448,"C21H36O6",1,5
"FT007","Drying",100,383.3531334,"C24H48O3",1,4
"FT007","Drying",100,384.0572505,"C15H15O11N1",1,3
"FT007","Drying",100,384.0936089,"C16H19O10N1",1,4
"FT007","Drying",100,384.1300327,"C17H23O9N1",1,4
"FT007","Drying",100,384.1664178,"C18H27O8N1",1,3
"FT007","Drying",100,385.0201671,"C18H10O10",1,4
"FT007","Drying",100,385.0412872,"C15H14O12",1,4
"FT007","Drying",100,385.0565157,"C19H14O9",1,4
"FT007","Drying",100,385.0776091,"C16H18O11",1,4
"FT007","Drying",100,385.0928737,"C20H18O8",1,5
"FT007","Drying",100,385.1140463,"C17H22O10",1,4
"FT007","Drying",100,385.1293388,"C21H22O7",1,5
"FT007","Drying",100,385.1504834,"C18H26O9",1,5
"FT007","Drying",100,385.1657037,"C22H26O6",1,5
"FT007","Drying",100,385.1690886,"C19H30O6S1",1,3
"FT007","Drying",100,385.1867998,"C19H30O8",1,5
"FT007","Drying",100,385.2020409,"C23H30O5",1,5
"FT007","Drying",100,385.2084519,"C19H35O2N2S1P1",1,3
"FT007","Drying",100,385.2231898,"C20H34O7",1,5
"FT007","Drying",100,385.2596357,"C21H38O6",1,5
"FT007","Drying",100,385.2960304,"C22H42O5",1,3
"FT007","Drying",100,386.0517575,"C18H13O9N1",1,4
"FT007","Drying",100,386.0728735,"C15H17O11N1",1,3
"FT007","Drying",100,386.0881292,"C19H17O8N1",1,3
"FT007","Drying",100,386.1092827,"C16H21O10N1",1,4
"FT007","Drying",100,386.1457078,"C17H25O9N1",1,4
"FT007","Drying",100,386.1820136,"C18H29O8N1",1,3
"FT007","Drying",100,386.9994214,"C17H8O11",1,4
"FT007","Drying",100,387.0204921,"C14H12O13",1,4
"FT007","Drying",100,387.0357753,"C18H12O10",1,4
"FT007","Drying",100,387.0569066,"C15H16O12",1,4
"FT007","Drying",100,387.0721648,"C19H16O9",1,5
"FT007","Drying",100,387.0932967,"C16H20O11",1,4
"FT007","Drying",100,387.108561,"C20H20O8",1,5
"FT007","Drying",100,387.1296756,"C17H24O10",1,4
"FT007","Drying",100,387.1449299,"C21H24O7",1,5
"FT007","Drying",100,387.1660686,"C18H28O9",1,5
"FT007","Drying",100,387.1813078,"C22H28O6",1,5
"FT007","Drying",100,387.1943438,"C19H33O6P1",1,5
"FT007","Drying",100,387.2024551,"C19H32O8",1,5
"FT007","Drying",100,387.2177098,"C23H32O5",1,5
"FT007","Drying",100,387.2388234,"C20H36O7",1,5
"FT007","Drying",100,388.0674241,"C18H15O9N1",1,4
"FT007","Drying",100,388.1038119,"C19H19O8N1",1,4
"FT007","Drying",100,388.161281,"C17H27O9N1",1,5
"FT007","Drying",100,389.0150555,"C17H10O11",1,4
"FT007","Drying",100,389.0361557,"C14H14O13",1,4
"FT007","Drying",100,389.0513916,"C18H14O10",1,4
"FT007","Drying",100,389.0725602,"C15H18O12",1,4
"FT007","Drying",100,389.0878339,"C19H18O9",1,5
"FT007","Drying",100,389.0912685,"C16H22O9S1",1,3
"FT007","Drying",100,389.0990556,"C18H18O8N2",1,3
"FT007","Drying",100,389.1090002,"C16H22O11",1,4
"FT007","Drying",100,389.1242286,"C20H22O8",1,5
"FT007","Drying",100,389.1372735,"C17H27O8P1",1,4
"FT007","Drying",100,389.1453201,"C17H26O10",1,4
"FT007","Drying",100,389.1605623,"C21H26O7",1,5
"FT007","Drying",100,389.1736361,"C18H31O7P1",1,4
"FT007","Drying",100,389.1817011,"C18H30O9",1,5
"FT007","Drying",100,389.1969853,"C22H30O6",1,5
"FT007","Drying",100,389.2181455,"C19H34O8",1,5
"FT007","Drying",100,389.2334008,"C23H34O5",1,4
"FT007","Drying",100,390.0466748,"C17H13O10N1",1,4
"FT007","Drying",100,390.0831299,"C18H17O9N1",1,4
"FT007","Drying",100,390.1195163,"C19H21O8N1",1,4
"FT007","Drying",100,390.9225747,"C15H4O9S2",1,4
"FT007","Drying",100,391.0306805,"C17H12O11",1,4
"FT007","Drying",100,391.0459255,"C21H12O8",1,4
"FT007","Drying",100,391.0670481,"C18H16O10",1,4
"FT007","Drying",100,391.0782883,"C17H16O9N2",1,4
"FT007","Drying",100,391.0824283,"C22H16O7",1,3
"FT007","Drying",100,391.0882663,"C15H20O12",1,3
"FT007","Drying",100,391.1035155,"C19H20O9",1,5
"FT007","Drying",100,391.1398576,"C20H24O8",1,5
"FT007","Drying",100,391.152881,"C17H29O8P1",1,5
"FT007","Drying",100,391.176176,"C21H28O7",1,5
"FT007","Drying",100,391.2126416,"C22H32O6",1,5
"FT007","Drying",100,392.0622868,"C17H15O10N1",1,4
"FT007","Drying",100,392.0987447,"C18H19O9N1",1,4
"FT007","Drying",100,393.0099978,"C16H10O12",1,4
"FT007","Drying",100,393.0252776,"C20H10O9",1,4
"FT007","Drying",100,393.0463572,"C17H14O11",1,4
"FT007","Drying",100,393.0616003,"C21H14O8",1,4
"FT007","Drying",100,393.0826708,"C18H18O10",1,4
"FT007","Drying",100,393.0939017,"C17H18O9N2",1,4
"FT007","Drying",100,393.0979492,"C22H18O7",1,4
"FT007","Drying",100,393.1191078,"C19H22O9",1,5
"FT007","Drying",100,393.1555407,"C20H26O8",1,5
"FT007","Drying",100,393.1685618,"C17H31O8P1",1,4
"FT007","Drying",100,393.1918552,"C21H30O7",1,5
"FT007","Drying",100,393.2282413,"C22H34O6",1,5
"FT007","Drying",100,394.0415999,"C16H13O11N1",1,3
"FT007","Drying",100,394.0779796,"C17H17O10N1",1,4
"FT007","Drying",100,394.1143329,"C18H21O9N1",1,4
"FT007","Drying",100,394.150751,"C19H25O8N1",1,3
"FT007","Drying",100,394.9051174,"C9H5O10N2S2P1",1,5
"FT007","Drying",100,395.0255904,"C16H12O12",1,4
"FT007","Drying",100,395.0408583,"C20H12O9",1,4
"FT007","Drying",100,395.0515462,"C11H16O10N4S1",1,3
"FT007","Drying",100,395.0620153,"C17H16O11",1,4
"FT007","Drying",100,395.0773203,"C21H16O8",1,5
"FT007","Drying",100,395.0984412,"C18H20O10",1,5
"FT007","Drying",100,395.109685,"C17H20O9N2",1,4
"FT007","Drying",100,395.1136901,"C22H20O7",1,5
"FT007","Drying",100,395.1347718,"C19H24O9",1,5
"FT007","Drying",100,395.1499869,"C23H24O6",1,5
"FT007","Drying",100,395.1711436,"C20H28O8",1,5
"FT007","Drying",100,395.2075845,"C21H32O7",1,5
"FT007","Drying",100,395.2439407,"C22H36O6",1,5
"FT007","Drying",100,396.057245,"C16H15O11N1",1,4
"FT007","Drying",100,396.0936578,"C17H19O10N1",1,4
"FT007","Drying",100,396.1300453,"C18H23O9N1",1,4
"FT007","Drying",100,397.004845,"C15H10O13",1,3
"FT007","Drying",100,397.0201346,"C19H10O10",1,4
"FT007","Drying",100,397.0412697,"C16H14O12",1,4
"FT007","Drying",100,397.0565287,"C20H14O9",1,5
"FT007","Drying",100,397.0672041,"C11H18O10N4S1",1,4
"FT007","Drying",100,397.0776542,"C17H18O11",1,4
"FT007","Drying",100,397.092902,"C21H18O8",1,5
"FT007","Drying",100,397.1140021,"C18H22O10",1,4
"FT007","Drying",100,397.129267,"C22H22O7",1,5
"FT007","Drying",100,397.1503924,"C19H26O9",1,5
"FT007","Drying",100,397.1656351,"C23H26O6",1,5
"FT007","Drying",100,397.1868098,"C20H30O8",1,5
"FT007","Drying",100,397.205438,"C21H34O5S1",1,5
"FT007","Drying",100,397.2231773,"C21H34O7",1,5
"FT007","Drying",100,397.2265822,"C18H38O7S1",1,5
"FT007","Drying",100,397.259522,"C22H38O6",1,5
"FT007","Drying",100,398.0728811,"C16H17O11N1",1,4
"FT007","Drying",100,398.1093233,"C17H21O10N1",1,4
"FT007","Drying",100,398.145705,"C18H25O9N1",1,4
"FT007","Drying",100,398.99943,"C18H8O11",1,3
"FT007","Drying",100,399.0205106,"C15H12O13",1,4
"FT007","Drying",100,399.0357846,"C19H12O10",1,5
"FT007","Drying",100,399.0569067,"C16H16O12",1,4
"FT007","Drying",100,399.0721705,"C20H16O9",1,5
"FT007","Drying",100,399.0932796,"C17H20O11",1,4
"FT007","Drying",100,399.1085295,"C21H20O8",1,5
"FT007","Drying",100,399.1118771,"C18H24O8S1",1,3
"FT007","Drying",100,399.1296537,"C18H24O10",1,4
"FT007","Drying",100,399.1449167,"C22H24O7",1,5
"FT007","Drying",100,399.1660464,"C19H28O9",1,5
"FT007","Drying",100,399.1812604,"C23H28O6",1,4
"FT007","Drying",100,399.2024585,"C20H32O8",1,5
"FT007","Drying",100,399.2177053,"C24H32O5",1,5
"FT007","Drying",100,399.2388222,"C21H36O7",1,5
"FT007","Drying",100,399.275226,"C22H40O6",1,5
"FT007","Drying",100,400.0674372,"C19H15O9N1",1,4
"FT007","Drying",100,400.0885149,"C16H19O11N1",1,4
"FT007","Drying",100,400.1249508,"C17H23O10N1",1,4
"FT007","Drying",100,400.1613627,"C18H27O9N1",1,5
"FT007","Drying",100,401.0150508,"C18H10O11",1,4
"FT007","Drying",100,401.0361818,"C15H14O13",1,4
"FT007","Drying",100,401.0514424,"C19H14O10",1,4
"FT007","Drying",100,401.0725787,"C16H18O12",1,4
"FT007","Drying",100,401.0878473,"C20H18O9",1,5
"FT007","Drying",100,401.108965,"C17H22O11",1,4
"FT007","Drying",100,401.1242184,"C21H22O8",1,5
"FT007","Drying",100,401.1276191,"C18H26O8S1",1,3
"FT007","Drying",100,401.1453454,"C18H26O10",1,4
"FT007","Drying",100,401.1606066,"C22H26O7",1,5
"FT007","Drying",100,401.1817384,"C19H30O9",1,5
"FT007","Drying",100,401.1970035,"C23H30O6",1,5
"FT007","Drying",100,401.2181249,"C20H34O8",1,5
"FT007","Drying",100,401.2333938,"C24H34O5",1,5
"FT007","Drying",100,401.2544838,"C21H38O7",1,5
"FT007","Drying",100,402.0467018,"C18H13O10N1",1,4
"FT007","Drying",100,402.0830795,"C19H17O9N1",1,4
"FT007","Drying",100,402.1042271,"C16H21O11N1",1,3
"FT007","Drying",100,402.119495,"C20H21O8N1",1,4
"FT007","Drying",100,402.1405967,"C17H25O10N1",1,4
"FT007","Drying",100,402.1769901,"C18H29O9N1",1,5
"FT007","Drying",100,402.2133937,"C19H33O8N1",1,3
"FT007","Drying",100,402.2683541,"C21H41O4N1S1",1,5
"FT007","Drying",100,402.9943656,"C17H8O12",1,4
"FT007","Drying",100,403.0307066,"C18H12O11",1,4
"FT007","Drying",100,403.0437535,"C15H17O11P1",1,3
"FT007","Drying",100,403.0518189,"C15H16O13",1,4
"FT007","Drying",100,403.0670588,"C19H16O10",1,5
"FT007","Drying",100,403.0783583,"C18H16O9N2",1,3
"FT007","Drying",100,403.0882007,"C16H20O12",1,4
"FT007","Drying",100,403.1034477,"C20H20O9",1,5
"FT007","Drying",100,403.1246041,"C17H24O11",1,4
"FT007","Drying",100,403.1398483,"C21H24O8",1,5
"FT007","Drying",100,403.1529292,"C18H29O8P1",1,5
"FT007","Drying",100,403.1609695,"C18H28O10",1,4
"FT007","Drying",100,403.176222,"C22H28O7",1,5
"FT007","Drying",100,403.1973535,"C19H32O9",1,5
"FT007","Drying",100,403.2125896,"C23H32O6",1,5
"FT007","Drying",100,403.2337407,"C20H36O8",1,5
"FT007","Drying",100,403.2489825,"C24H36O5",1,5
"FT007","Drying",100,404.0623221,"C18H15O10N1",1,4
"FT007","Drying",100,404.0987262,"C19H19O9N1",1,4
"FT007","Drying",100,404.1926162,"C18H31O9N1",1,5
"FT007","Drying",100,405.0098571,"C17H10O12",1,4
"FT007","Drying",100,405.0109378,"C28H7O2P1",1,5
"FT007","Drying",100,405.0251372,"C21H10O9",1,3
"FT007","Drying",100,405.0463173,"C18H14O11",1,4
"FT007","Drying",100,405.0616658,"C22H14O8",1,3
"FT007","Drying",100,405.0674798,"C15H18O13",1,4
"FT007","Drying",100,405.0827125,"C19H18O10",1,5
"FT007","Drying",100,405.093892,"C18H18O9N2",1,4
"FT007","Drying",100,405.1038636,"C16H22O12",1,4
"FT007","Drying",100,405.1191079,"C20H22O9",1,5
"FT007","Drying",100,405.1321942,"C17H27O9P1",1,4
"FT007","Drying",100,405.1402122,"C17H26O11",1,4
"FT007","Drying",100,405.1554703,"C21H26O8",1,5
"FT007","Drying",100,405.1685457,"C18H31O8P1",1,5
"FT007","Drying",100,405.191852,"C22H30O7",1,5
"FT007","Drying",100,405.2130008,"C19H34O9",1,4
"FT007","Drying",100,405.2282572,"C23H34O6",1,5
"FT007","Drying",100,406.0415792,"C17H13O11N1",1,4
"FT007","Drying",100,406.077972,"C18H17O10N1",1,4
"FT007","Drying",100,406.1143397,"C19H21O9N1",1,4
"FT007","Drying",100,406.1507538,"C20H25O8N1",1,3
"FT007","Drying",100,407.0255836,"C17H12O12",1,4
"FT007","Drying",100,407.0408708,"C21H12O9",1,5
"FT007","Drying",100,407.0619637,"C18H16O11",1,4
