"Mass","formula","HC","OC"
579.099126,"C25H24O16",0.96,0.64
579.1144889,"C29H24O13",0.83,0.45
579.114885,"C32H25O5N2S1P1",0.78,0.16
579.1232806,"C32H24O7N2S1",0.75,0.22
579.1282569,"C27H33O8S2P1",1.22,0.3
579.1324636,"C32H25O7N2P1",0.78,0.22
579.1355386,"C26H28O15",1.08,0.58
579.1508242,"C30H28O12",0.93,0.4
579.1511718,"C33H29O4N2S1P1",0.88,0.12
579.1514714,"C33H29O4N2S1P1",0.88,0.12
579.1689987,"C33H29O6N2P1",0.88,0.18
579.1719472,"C27H32O14",1.19,0.52
579.1872943,"C31H32O11",1.03,0.35
579.1877784,"C32H36O6S2",1.12,0.19
579.2009963,"C29H41O6S2P1",1.41,0.21
579.2054241,"C32H36O8S1",1.12,0.25
579.2083488,"C28H36O13",1.29,0.46
579.2086544,"C31H37O5N2S1P1",1.19,0.16
579.2219408,"C26H45O8S2P1",1.73,0.31
579.2235694,"C32H36O10",1.12,0.31
579.2365913,"C29H41O10P1",1.41,0.34
579.2447346,"C29H40O12",1.38,0.41
579.2545641,"C22H49O9N2S2P1",2.23,0.41
579.2550247,"C30H45O7S1P1",1.5,0.23
579.2553386,"C30H45O7S1P1",1.5,0.23
579.2578177,"C26H45O12P1",1.73,0.46
579.2586679,"C27H49O7S2P1",1.81,0.26
579.2730166,"C30H45O9P1",1.5,0.3
579.2810792,"C30H44O11",1.47,0.37
579.2813859,"C33H45O3N2S1P1",1.36,0.09
579.28204,"C41H41O1P1",1,0.02
579.2937099,"C38H44O3S1",1.16,0.08
579.2947331,"C28H53O6S2P1",1.89,0.21
579.3092695,"C31H49O8P1",1.58,0.26
579.3166826,"C25H49O9N4P1",1.96,0.36
579.317339,"C31H48O10",1.55,0.32
579.3177961,"C34H49O2N2S1P1",1.44,0.06
579.3509752,"C36H52O4S1",1.44,0.11
579.3539771,"C32H52O9",1.62,0.28
579.5179575,"C37H72O2S1",1.95,0.05
580.0577962,"C23H19O17N1",0.83,0.74
580.0940729,"C37H15O5N3",0.41,0.14
580.0945121,"C24H23O16N1",0.96,0.67
580.118674,"C18H31O18N1S1",1.72,1
580.1310057,"C25H27O15N1",1.08,0.6
580.2484184,"C31H39O6N3S1",1.26,0.19
580.3061835,"C29H47O7N3S1",1.62,0.24
580.9742206,"C19H10O16N4S1",0.53,0.84
580.9918645,"C19H10O18N4",0.53,0.95
581.0215183,"C27H18O11S2",0.67,0.41
581.0336822,"C23H19O16P1",0.83,0.7
581.0419902,"C23H18O18",0.78,0.78
581.0572967,"C27H18O15",0.67,0.56
581.0708158,"C25H27O10S2P1",1.08,0.4
581.0783495,"C24H22O17",0.92,0.71
581.0936333,"C28H22O14",0.79,0.5
581.0985804,"C15H27O18N4P1",1.8,1.2
581.1076305,"C26H23O10N4P1",0.88,0.38
581.1147311,"C25H26O16",1.04,0.64
581.1300064,"C29H26O13",0.9,0.45
581.1442965,"C27H27O9N4P1",1,0.33
581.1483084,"C32H27O7N2P1",0.84,0.22
581.1488086,"C19H35O18P1",1.84,0.95
581.1511496,"C26H30O15",1.15,0.58
581.1663882,"C30H30O12",1,0.4
581.1667963,"C33H31O4N2S1P1",0.94,0.12
581.179303,"C27H35O12P1",1.3,0.44
581.1845729,"C33H31O6N2P1",0.94,0.18
581.1875234,"C27H34O14",1.26,0.52
581.2027685,"C31H34O11",1.1,0.35
581.2030821,"C31H34O11",1.1,0.35
581.2034943,"C32H38O6S2",1.19,0.19
581.2157933,"C28H39O11P1",1.39,0.39
581.2163607,"C29H43O6S2P1",1.48,0.21
581.2238875,"C28H38O13",1.36,0.46
581.2391089,"C32H38O10",1.19,0.31
581.2394404,"C32H38O10",1.19,0.31
581.2522584,"C29H43O10P1",1.48,0.34
581.2527555,"C30H47O5S2P1",1.57,0.17
581.2603027,"C29H42O12",1.45,0.41
581.2606298,"C29H42O12",1.45,0.41
581.2611305,"C30H46O7S2",1.53,0.23
581.2742655,"C27H51O7S2P1",1.89,0.26
581.2757834,"C33H42O9",1.27,0.27
581.2885171,"C30H47O9P1",1.57,0.3
581.2967092,"C30H46O11",1.53,0.37
581.2970686,"C30H46O11",1.53,0.37
581.3330506,"C31H50O10",1.61,0.32
581.3334672,"C34H51O2N2S1P1",1.5,0.06
581.3340717,"C32H54O5S2",1.69,0.16
581.3686448,"C26H55O8N4P1",2.12,0.31
581.3693061,"C32H54O9",1.69,0.28
581.369843,"C32H54O9",1.69,0.28
581.4056276,"C33H58O8",1.76,0.24
581.4340712,"C34H63O5P1",1.85,0.15
582.0612275,"C29H17O9N3S1",0.59,0.31
582.1463301,"C25H29O15N1",1.16,0.6
583.0073088,"C29H13O12P1",0.45,0.41
583.0076638,"C19H12O18N4",0.63,0.95
583.0080913,"C30H17O7S2P1",0.57,0.23
583.0132063,"C22H17O17P1",0.77,0.77
583.0210587,"C22H16O19",0.73,0.86
583.0213897,"C22H16O19",0.73,0.86
583.0366787,"C26H16O16",0.62,0.62
583.0370661,"C27H20O11S2",0.74,0.41
583.0374091,"C27H20O11S2",0.74,0.41
583.0544058,"C29H17O10N2P1",0.59,0.34
583.0577148,"C23H20O18",0.87,0.78
583.069858,"C33H17O7N2P1",0.52,0.21
583.0729822,"C27H20O15",0.74,0.56
583.0733068,"C30H21O7N2S1P1",0.7,0.23
583.0865107,"C25H29O10S2P1",1.16,0.4
583.0940732,"C24H24O17",1,0.71
583.094425,"C27H25O9N2S1P1",0.93,0.33
583.1061657,"C34H21O6N2P1",0.62,0.18
583.109348,"C28H24O14",0.86,0.5
583.1097588,"C31H25O6N2S1P1",0.81,0.19
583.1304248,"C25H28O16",1.12,0.64
583.1425887,"C35H25O5N2P1",0.71,0.14
583.14574,"C29H28O13",0.97,0.45
583.166804,"C26H32O15",1.23,0.58
583.1820408,"C30H32O12",1.07,0.4
583.1952367,"C27H37O12P1",1.37,0.44
583.2031471,"C27H36O14",1.33,0.52
583.2184065,"C31H36O11",1.16,0.35
583.2187392,"C31H36O11",1.16,0.35
583.2306055,"C20H45O13N2S1P1",2.25,0.65
583.2315656,"C28H41O11P1",1.46,0.39
583.2395416,"C28H40O13",1.43,0.46
583.2406129,"C39H37O3P1",0.95,0.08
583.2548258,"C32H40O10",1.25,0.31
583.2551486,"C32H40O10",1.25,0.31
583.2678727,"C29H45O10P1",1.55,0.34
583.275878,"C29H44O12",1.52,0.41
583.2763195,"C32H45O4N2S1P1",1.41,0.12
583.2769051,"C30H48O7S2",1.6,0.23
583.2911107,"C33H44O9",1.33,0.27
583.3123312,"C30H48O11",1.6,0.37
583.312872,"C33H49O3N2S1P1",1.48,0.09
583.3132082,"C31H52O6S2",1.68,0.19
583.3275724,"C34H48O8",1.41,0.24
583.3278644,"C34H48O8",1.41,0.24
583.3486305,"C31H52O10",1.68,0.32
583.3489279,"C31H52O10",1.68,0.32
583.3495041,"C32H56O5S2",1.75,0.16
583.375263,"C34H52O6N2",1.53,0.18
583.3851361,"C32H56O9",1.75,0.28
583.3859555,"C33H60O4S2",1.82,0.12
584.10513,"C30H24O6N3S1P1",0.8,0.2
584.1500336,"C18H35O18N1S1",1.94,1
584.2719308,"C29H47O7N1S2",1.62,0.24
584.3073927,"C29H47O11N1",1.62,0.38
584.3077417,"C29H47O11N1",1.62,0.38
584.308703,"C30H51O6N1S2",1.7,0.2
584.986795,"C18H10O19N4",0.56,1.06
585.0158308,"C25H14O17",0.56,0.68
585.0164964,"C26H18O12S2",0.69,0.46
585.0288632,"C22H19O17P1",0.86,0.77
585.0369099,"C22H18O19",0.82,0.86
585.0372858,"C25H19O11N2S1P1",0.76,0.44
585.0493518,"C32H15O8N2P1",0.47,0.25
585.0522376,"C26H18O16",0.69,0.62
585.0733095,"C23H22O18",0.96,0.78
585.0736147,"C23H22O18",0.96,0.78
585.085646,"C33H19O7N2P1",0.58,0.21
585.0886187,"C27H22O15",0.81,0.56
585.1047471,"C21H31O15S1P1",1.48,0.71
585.1096904,"C24H26O17",1.08,0.71
585.1181614,"C29H23O8N4P1",0.79,0.28
585.125004,"C28H26O14",0.93,0.5
585.1253503,"C31H27O6N2S1P1",0.87,0.19
585.1460663,"C25H30O16",1.2,0.64
585.1614342,"C29H30O13",1.03,0.45
585.1745858,"C16H34O19N4",2.12,1.19
585.182475,"C26H34O15",1.31,0.58
585.19782,"C30H34O12",1.13,0.4
585.198204,"C33H35O4N2S1P1",1.06,0.12
585.2102615,"C38H34O4S1",0.89,0.11
585.2108695,"C27H39O12P1",1.44,0.44
585.2188897,"C27H38O14",1.41,0.52
585.2196124,"C28H42O9S2",1.5,0.32
585.2341674,"C31H38O11",1.23,0.35
585.2472134,"C28H43O11P1",1.54,0.39
585.2477987,"C29H47O6S2P1",1.62,0.21
585.2552663,"C28H42O13",1.5,0.46
585.25565,"C31H43O5N2S1P1",1.39,0.16
585.256152,"C39H39O3P1",1,0.08
585.2705957,"C32H42O10",1.31,0.31
585.2709611,"C35H43O2N2S1P1",1.23,0.06
585.283493,"C29H47O10P1",1.62,0.34
585.2915675,"C29H46O12",1.59,0.41
585.2919549,"C32H47O4N2S1P1",1.47,0.12
585.2924612,"C30H50O7S2",1.67,0.23
585.3066407,"C33H46O9",1.39,0.27
585.3070209,"C33H46O9",1.39,0.27
585.3278882,"C30H50O11",1.67,0.37
585.3282622,"C30H50O11",1.67,0.37
585.3289308,"C31H54O6S2",1.74,0.19
585.3431877,"C34H50O8",1.47,0.24
585.3435703,"C34H50O8",1.47,0.24
585.3642786,"C31H54O10",1.74,0.32
585.3646181,"C31H54O10",1.74,0.32
585.3652812,"C32H58O5S2",1.81,0.16
585.3795672,"C35H54O7",1.54,0.2
585.4005701,"C32H58O9",1.81,0.28
586.0560611,"C28H17O10N3S1",0.61,0.36
586.0837388,"C26H21O15N1",0.81,0.58
586.1134317,"C26H25O11N3S1",0.96,0.42
586.1201792,"C27H25O14N1",0.93,0.52
586.2006856,"C34H38O2N1S2P1",1.12,0.06
586.2371674,"C35H42O1N1S2P1",1.2,0.03
586.2514984,"C28H45O8N1S2",1.61,0.29
586.2871606,"C28H45O12N1",1.61,0.43
586.3232436,"C29H49O11N1",1.69,0.38
586.9846525,"C18H12O17N4S1",0.67,0.94
586.9951347,"C24H12O18",0.5,0.75
587.0283243,"C31H13O9N2P1",0.42,0.29
587.0314865,"C25H16O17",0.64,0.68
587.0318538,"C25H16O17",0.64,0.68
587.0445256,"C22H21O17P1",0.95,0.77
587.0525676,"C22H20O19",0.91,0.86
587.0647638,"C32H17O8N2P1",0.53,0.25
587.0678306,"C26H20O16",0.77,0.62
587.0837216,"C31H24O8S2",0.77,0.26
587.0889216,"C23H24O18",1.04,0.78
587.0894796,"C26H25O10N2S1P1",0.96,0.38
587.104192,"C27H24O15",0.89,0.56
587.1252392,"C24H28O17",1.17,0.71
587.1255727,"C24H28O17",1.17,0.71
587.1405613,"C28H28O14",1,0.5
587.1535607,"C25H33O14P1",1.32,0.56
587.1616553,"C25H32O16",1.28,0.64
587.1620867,"C28H33O8N2S1P1",1.18,0.29
587.1738875,"C35H29O5N2P1",0.83,0.14
587.1769511,"C29H32O13",1.1,0.45
587.1900501,"C26H37O13P1",1.42,0.5
587.190362,"C16H36O19N4",2.25,1.19
587.198071,"C26H36O15",1.38,0.58
587.1983724,"C26H36O15",1.38,0.58
587.2133157,"C30H36O12",1.2,0.4
587.2263602,"C27H41O12P1",1.52,0.44
587.2344867,"C27H40O14",1.48,0.52
587.2349444,"C30H41O6N2S1P1",1.37,0.2
587.2497321,"C31H40O11",1.29,0.35
587.2625776,"C28H45O11P1",1.61,0.39
587.2637562,"C29H49O6S2P1",1.69,0.21
587.2708652,"C28H44O13",1.57,0.46
587.2718652,"C29H48O8S2",1.66,0.28
587.2861459,"C32H44O10",1.38,0.31
587.2865674,"C35H45O2N2S1P1",1.29,0.06
587.2988161,"C40H44O2S1",1.1,0.05
587.3073495,"C29H48O12",1.66,0.41
587.3076585,"C32H49O4N2S1P1",1.53,0.12
587.3082704,"C30H52O7S2",1.73,0.23
587.322545,"C33H48O9",1.45,0.27
587.3435377,"C30H52O11",1.73,0.37
587.3438366,"C30H52O11",1.73,0.37
587.3445855,"C31H56O6S2",1.81,0.19
587.3801373,"C31H56O10",1.81,0.32
587.3810337,"C32H60O5S2",1.88,0.16
588.0631099,"C25H19O16N1",0.76,0.64
588.0635876,"C28H20O8N3S1P1",0.71,0.29
588.0717196,"C28H19O10N3S1",0.68,0.36
588.0996019,"C26H23O15N1",0.88,0.58
588.1810367,"C31H31O7N3S1",1,0.23
588.2306479,"C27H43O9N1S2",1.59,0.33
588.302754,"C28H47O12N1",1.68,0.43
588.3031112,"C31H48O4N3S1P1",1.55,0.13
588.3392132,"C29H51O11N1",1.76,0.38
589.0107631,"C24H14O18",0.58,0.75
589.0111613,"C27H15O10N2S1P1",0.56,0.37
589.023456,"C21H19O18P1",0.9,0.86
589.0238894,"C21H19O18P1",0.9,0.86
589.0399555,"C26H15O11N4P1",0.58,0.42
589.044059,"C31H15O9N2P1",0.48,0.29
589.0471455,"C25H18O17",0.72,0.68
589.0507219,"C22H22O17S1",1,0.77
589.062568,"C29H18O14",0.62,0.48
589.0630735,"C30H22O9S2",0.73,0.3
589.0638028,"C30H14O10N4",0.47,0.33
589.0676766,"C35H14O8N2",0.4,0.23
589.0683201,"C22H22O19",1,0.86
589.0804194,"C32H19O8N2P1",0.59,0.25
589.0835559,"C26H22O16",0.85,0.62
589.0838834,"C26H22O16",0.85,0.62
589.0989469,"C30H22O13",0.73,0.43
589.099379,"C31H26O8S2",0.84,0.26
589.1046708,"C23H26O18",1.13,0.78
589.1056001,"C34H23O8P1",0.68,0.24
589.1170531,"C33H23O7N2P1",0.7,0.21
589.1199349,"C27H26O15",0.96,0.56
589.1349085,"C31H26O12",0.84,0.39
589.1410482,"C24H30O17",1.25,0.71
589.141382,"C27H31O9N2S1P1",1.15,0.33
589.1563083,"C28H30O14",1.07,0.5
589.1774299,"C25H34O16",1.36,0.64
589.1780977,"C26H38O11S2",1.46,0.42
589.1895138,"C35H31O5N2P1",0.89,0.14
589.1926837,"C29H34O13",1.17,0.45
589.2059045,"C16H38O19N4",2.38,1.19
589.2139781,"C26H38O15",1.46,0.58
589.2290513,"C30H38O12",1.27,0.4
589.242085,"C27H43O12P1",1.59,0.44
589.2430018,"C28H39O8N4P1",1.39,0.29
589.2653813,"C31H42O11",1.35,0.35
589.2783967,"C28H47O11P1",1.68,0.39
589.2871896,"C29H50O8S2",1.72,0.28
589.300626,"C37H42O1N4S1",1.14,0.03
589.3017511,"C32H46O10",1.44,0.31
589.3021338,"C35H47O2N2S1P1",1.34,0.06
589.3148668,"C29H51O10P1",1.76,0.34
589.3159041,"C30H47O6N4P1",1.57,0.2
589.3229178,"C29H50O12",1.72,0.41
589.3240201,"C30H54O7S2",1.8,0.23
589.3357751,"C26H55O12P1",2.12,0.46
589.3382655,"C33H50O9",1.52,0.27
589.3743127,"C34H54O8",1.59,0.24
590.0422589,"C24H17O17N1",0.71,0.71
590.0785927,"C25H21O16N1",0.84,0.64
590.114874,"C26H25O15N1",0.96,0.58
590.1154051,"C26H25O15N1",0.96,0.58
590.1513964,"C27H29O14N1",1.07,0.52
590.1966493,"C31H33O7N3S1",1.06,0.23
590.2328311,"C32H37O6N3S1",1.16,0.19
590.233192,"C21H42O14N3P1",2,0.67
590.2825538,"C28H49O8N1S2",1.75,0.29
590.318694,"C31H50O4N3S1P1",1.61,0.13
590.994481,"C21H12O15N4S1",0.57,0.71
591.0263317,"C24H16O18",0.67,0.75
591.0267654,"C27H17O10N2S1P1",0.63,0.37
591.0411032,"C20H20O17N2S1",1,0.85
591.0627146,"C25H20O17",0.8,0.68
591.0773968,"C21H24O16N2S1",1.14,0.76
591.0780942,"C29H20O14",0.69,0.48
591.0784765,"C32H21O6N2S1P1",0.66,0.19
591.0790218,"C19H29O17S1P1",1.53,0.89
591.0990851,"C26H24O16",0.92,0.62
591.1095509,"C27H29O11S1P1",1.07,0.41
591.1142612,"C30H24O13",0.8,0.43
591.1146884,"C30H24O13",0.8,0.43
591.1150261,"C31H28O8S2",0.9,0.26
591.1205216,"C23H28O18",1.22,0.78
591.1322349,"C23H32O12N2S2",1.39,0.52
591.1354597,"C27H28O15",1.04,0.56
591.1509467,"C31H28O12",0.9,0.39
591.1512528,"C34H29O4N2S1P1",0.85,0.12
591.1718476,"C28H32O14",1.14,0.5
591.1841918,"C38H29O3N2P1",0.76,0.08
591.1869675,"C32H32O11",1,0.34
591.2082473,"C29H36O13",1.24,0.45
591.2236898,"C33H36O10",1.09,0.3
591.2446512,"C30H40O12",1.33,0.4
591.2810018,"C31H44O11",1.42,0.35
591.2817822,"C32H48O6S2",1.5,0.19
591.2842716,"C28H48O11S1",1.71,0.39
591.2847388,"C28H48O11S1",1.71,0.39
591.2939317,"C28H49O11P1",1.75,0.39
591.2942566,"C28H49O11P1",1.75,0.39
591.2950347,"C29H53O6S2P1",1.83,0.21
591.3175549,"C32H48O10",1.5,0.31
591.317977,"C35H49O2N2S1P1",1.4,0.06
591.3314868,"C30H57O5S2P1",1.9,0.17
592.0574781,"C16H23O19N3S1",1.44,1.19
592.0578164,"C24H19O17N1",0.79,0.71
592.0582618,"C24H19O17N1",0.79,0.71
592.0665824,"C27H19O11N3S1",0.7,0.41
592.0943388,"C25H23O16N1",0.92,0.64
592.0949118,"C26H27O11N1S2",1.04,0.42
592.1028984,"C28H23O10N3S1",0.82,0.36
592.2486045,"C32H39O6N3S1",1.22,0.19
592.2619724,"C27H47O9N1S2",1.74,0.33
592.9975574,"C23H15O17P1",0.65,0.74
593.0054444,"C23H14O19",0.61,0.83
593.0224025,"C28H10O12N4",0.36,0.43
593.0420508,"C24H18O18",0.75,0.75
593.0424017,"C27H19O10N2S1P1",0.7,0.37
593.0573868,"C28H18O15",0.64,0.54
593.0579222,"C29H22O10S2",0.76,0.34
593.0753124,"C31H19O9N2P1",0.61,0.29
593.0784651,"C25H22O17",0.88,0.68
593.093743,"C29H22O14",0.76,0.48
593.0940739,"C32H23O6N2S1P1",0.72,0.19
593.0944656,"C30H26O9S2",0.87,0.3
593.1148512,"C26H26O16",1,0.62
593.1301002,"C30H26O13",0.87,0.43
593.1304377,"C33H27O5N2S1P1",0.82,0.15
593.1309704,"C41H23O3P1",0.56,0.07
593.1482501,"C33H27O7N2P1",0.82,0.21
593.1512616,"C27H30O15",1.11,0.56
593.1665392,"C31H30O12",0.97,0.39
593.1669628,"C34H31O4N2S1P1",0.91,0.12
593.1802862,"C29H39O7S2P1",1.34,0.24
593.1846047,"C34H31O6N2P1",0.91,0.18
593.1876161,"C28H34O14",1.21,0.5
593.2028934,"C32H34O11",1.06,0.34
593.2157883,"C29H39O11P1",1.34,0.38
593.2239882,"C29H38O13",1.31,0.45
593.2243265,"C32H39O5N2S1P1",1.22,0.16
593.2389837,"C33H38O10",1.15,0.3
593.2396013,"C36H39O2N2S1P1",1.08,0.06
593.2603048,"C30H42O12",1.4,0.4
593.2606637,"C30H42O12",1.4,0.4
593.2959472,"C25H47O10N4P1",1.88,0.4
593.2966379,"C31H46O11",1.48,0.35
593.2970218,"C31H46O11",1.48,0.35
593.2978184,"C42H43O1P1",1.02,0.02
593.3103844,"C29H55O6S2P1",1.9,0.21
593.3248052,"C32H51O8P1",1.59,0.25
593.3333264,"C32H50O10",1.56,0.31
593.3441462,"C31H50O9N2",1.61,0.29
594.0372028,"C23H17O18N1",0.74,0.78
594.0734664,"C24H21O17N1",0.88,0.71
594.0740329,"C27H22O9N3S1P1",0.81,0.33
594.1100002,"C25H25O16N1",1,0.64
594.1458975,"C18H33O17N3S1",1.83,0.94
594.1913322,"C30H33O8N3S1",1.1,0.27
594.3142713,"C38H46O3N1P1",1.21,0.08
595.0076178,"C20H12O18N4",0.6,0.9
595.0130356,"C23H17O17P1",0.74,0.74
595.0213237,"C23H16O19",0.7,0.83
595.0366177,"C27H16O16",0.59,0.59
595.0369955,"C30H17O8N2S1P1",0.57,0.27
595.0501629,"C25H25O11S2P1",1,0.44
595.0576552,"C24H20O18",0.83,0.75
595.0729992,"C28H20O15",0.71,0.54
595.0829533,"C21H29O12N2S2P1",1.38,0.57
595.0940358,"C25H24O17",0.96,0.68
595.1062309,"C35H21O6N2P1",0.6,0.17
595.1093253,"C29H24O14",0.83,0.48
595.1096719,"C32H25O6N2S1P1",0.78,0.19
595.1100051,"C30H28O9S2",0.93,0.3
595.13038,"C26H28O16",1.08,0.62
595.145685,"C30H28O13",0.93,0.43
595.1460614,"C33H29O5N2S1P1",0.88,0.15
595.1637697,"C33H29O7N2P1",0.88,0.21
595.1667849,"C27H32O15",1.19,0.56
595.1820575,"C31H32O12",1.03,0.39
595.1825947,"C34H33O4N2S1P1",0.97,0.12
595.1951161,"C28H37O12P1",1.32,0.43
595.1957719,"C29H41O7S2P1",1.41,0.24
595.2002986,"C34H33O6N2P1",0.97,0.18
595.2031674,"C28H36O14",1.29,0.5
595.2184841,"C32H36O11",1.12,0.34
595.2189293,"C35H37O3N2S1P1",1.06,0.09
595.2314064,"C29H41O11P1",1.41,0.38
595.2395631,"C29H40O13",1.38,0.45
595.2399519,"C29H40O13",1.38,0.45
595.2549205,"C33H40O10",1.21,0.3
595.2557946,"C34H44O5S2",1.29,0.15
595.2584131,"C30H44O10S1",1.47,0.33
595.2677198,"C30H45O10P1",1.5,0.33
595.2759342,"C30H44O12",1.47,0.4
595.277065,"C41H41O2P1",1,0.05
595.3123464,"C31H48O11",1.55,0.35
595.3128585,"C34H49O3N2S1P1",1.44,0.09
595.3487915,"C32H52O10",1.62,0.31
595.349116,"C35H53O2N2S1P1",1.51,0.06
595.3850993,"C33H56O9",1.7,0.27
596.0613967,"C26H19O12N3S1",0.73,0.46
596.0767593,"C30H19O9N3S1",0.63,0.3
596.0770811,"C30H19O9N3S1",0.63,0.3
596.0893508,"C24H23O17N1",0.96,0.71
596.0898427,"C27H24O9N3S1P1",0.89,0.33
596.0978503,"C27H23O11N3S1",0.85,0.41
596.1257636,"C25H27O16N1",1.08,0.64
596.986704,"C19H10O19N4",0.53,1
597.0168095,"C27H18O12S2",0.67,0.44
597.0288752,"C23H19O17P1",0.83,0.74
597.0369095,"C23H18O19",0.78,0.83
597.0522274,"C27H18O16",0.67,0.59
597.0526125,"C30H19O8N2S1P1",0.63,0.27
597.0732752,"C24H22O18",0.92,0.75
597.078139,"C22H22O14N4S1",1,0.64
597.0886188,"C28H22O15",0.79,0.54
597.0889405,"C31H23O7N2S1P1",0.74,0.23
597.1097173,"C25H26O17",1.04,0.68
597.1250294,"C29H26O14",0.9,0.48
597.1253728,"C32H27O6N2S1P1",0.84,0.19
597.1460851,"C26H30O16",1.15,0.62
597.1614529,"C30H30O13",1,0.43
597.1620585,"C20H39O16S1P1",1.95,0.8
597.1749775,"C28H39O8S2P1",1.39,0.29
597.182529,"C27H34O15",1.26,0.56
597.1977535,"C31H34O12",1.1,0.39
597.2108839,"C28H39O12P1",1.39,0.43
597.2189237,"C28H38O14",1.36,0.5
597.2340974,"C32H38O11",1.19,0.34
597.2345195,"C35H39O3N2S1P1",1.11,0.09
597.2472303,"C29H43O11P1",1.48,0.38
597.247627,"C30H47O6S2P1",1.57,0.2
597.2552563,"C29H42O13",1.45,0.45
597.2556357,"C29H42O13",1.45,0.45
597.256032,"C30H46O8S2",1.53,0.27
597.2703778,"C33H42O10",1.27,0.3
597.2708634,"C36H43O2N2S1P1",1.19,0.06
597.2833292,"C30H47O10P1",1.57,0.33
597.2916123,"C30H46O12",1.53,0.4
597.2920744,"C33H47O4N2S1P1",1.42,0.12
597.292613,"C31H50O7S2",1.61,0.23
597.3199941,"C31H51O9P1",1.65,0.29
597.3280331,"C31H50O11",1.61,0.35
597.3284167,"C34H51O3N2S1P1",1.5,0.09
597.3289663,"C32H54O6S2",1.69,0.19
597.3645124,"C32H54O10",1.69,0.31
597.3648296,"C35H55O2N2S1P1",1.57,0.06
597.3653292,"C33H58O5S2",1.76,0.15
597.4006734,"C33H58O9",1.76,0.27
597.4018763,"C34H62O4S2",1.82,0.12
598.0564561,"C29H17O10N3S1",0.59,0.34
598.0770477,"C26H21O12N3S1",0.81,0.46
598.1208748,"C31H26O6N3S1P1",0.84,0.19
598.1850302,"C30H34O10N1P1",1.13,0.33
598.2582766,"C33H46O3N1S2P1",1.39,0.09
598.3230162,"C30H49O11N1",1.63,0.37
598.3240629,"C31H53O6N1S2",1.71,0.19
598.5054527,"C35H69O6N1",1.97,0.17
599.0022537,"C29H13O13P1",0.45,0.45
599.008121,"C22H17O18P1",0.77,0.82
599.0315966,"C26H16O17",0.62,0.65
599.0319885,"C27H20O12S2",0.74,0.44
599.0325303,"C27H20O12S2",0.74,0.44
599.044418,"C23H21O17P1",0.91,0.74
599.0525861,"C23H20O19",0.87,0.83
599.0530597,"C26H21O11N2S1P1",0.81,0.42
599.0647916,"C33H17O8N2P1",0.52,0.24
599.0679532,"C27H20O16",0.74,0.59
599.0683623,"C30H21O8N2S1P1",0.7,0.27
599.0890189,"C24H24O18",1,0.75
599.0894555,"C27H25O10N2S1P1",0.93,0.37
599.1043158,"C28H24O15",0.86,0.54
599.1048882,"C31H25O7N2S1P1",0.81,0.23
599.1254225,"C25H28O17",1.12,0.68
599.1406749,"C29H28O14",0.97,0.48
599.1410512,"C32H29O6N2S1P1",0.91,0.19
599.1617964,"C26H32O16",1.23,0.62
599.1770269,"C30H32O13",1.07,0.43
599.190246,"C17H36O19N4",2.12,1.12
599.1981075,"C27H36O15",1.33,0.56
599.2133796,"C31H36O12",1.16,0.39
599.2139471,"C34H37O4N2S1P1",1.09,0.12
599.2263903,"C28H41O12P1",1.46,0.43
599.2270048,"C29H45O7S2P1",1.55,0.24
599.23447,"C28H40O14",1.43,0.5
599.2349164,"C31H41O6N2S1P1",1.32,0.19
599.2497422,"C32H40O11",1.25,0.34
599.2501891,"C35H41O3N2S1P1",1.17,0.09
599.262729,"C29H45O11P1",1.55,0.38
599.2708767,"C29H44O13",1.52,0.45
599.2712574,"C32H45O5N2S1P1",1.41,0.16
599.2717492,"C30H48O8S2",1.6,0.27
599.2858961,"C33H44O10",1.33,0.3
599.2863167,"C33H44O10",1.33,0.3
599.2991361,"C30H49O10P1",1.63,0.33
599.3071794,"C30H48O12",1.6,0.4
599.3075708,"C30H48O12",1.6,0.4
599.3080889,"C31H52O7S2",1.68,0.23
599.3169028,"C41H44O4",1.07,0.1
599.34354,"C31H52O11",1.68,0.35
599.3439432,"C31H52O11",1.68,0.35
599.3443439,"C32H56O6S2",1.75,0.19
599.3798977,"C32H56O10",1.75,0.31
599.3803511,"C32H56O10",1.75,0.31
599.380909,"C33H60O5S2",1.82,0.15
599.4172172,"C34H64O4S2",1.88,0.12
600.0994518,"C27H23O15N1",0.85,0.56
600.2669815,"C29H47O8N1S2",1.62,0.28
600.3034327,"C30H51O7N1S2",1.7,0.23
601.0108195,"C25H14O18",0.56,0.72
601.0237465,"C22H19O18P1",0.86,0.82
601.0441242,"C32H15O9N2P1",0.47,0.28
601.0471603,"C26H18O17",0.69,0.65
601.0477576,"C27H22O12S2",0.81,0.44
601.0629347,"C33H19O6N2S1P1",0.58,0.18
601.0682628,"C23H22O19",0.96,0.83
601.0835272,"C27H22O16",0.81,0.59
601.0997927,"C21H31O16S1P1",1.48,0.76
601.1013435,"C30H23O10N2P1",0.77,0.33
601.1045711,"C24H26O18",1.08,0.75
601.1049033,"C24H26O18",1.08,0.75
601.1198776,"C28H26O15",0.93,0.54
601.1409392,"C25H30O17",1.2,0.68
601.1562202,"C29H30O14",1.03,0.48
601.1565753,"C29H30O14",1.03,0.48
601.1759242,"C20H43O14S2P1",2.15,0.7
601.1772508,"C26H34O16",1.31,0.62
