"Mass","formula","HC","OC"
431.2802405,"C26H40O5",1.54,0.19
431.280467,"C26H40O5",1.54,0.19
431.3013095,"C23H44O7",1.91,0.3
431.3016034,"C23H44O7",1.91,0.3
432.0207932,"C18H11O12N1",0.61,0.67
432.0210175,"C18H11O12N1",0.61,0.67
432.0333625,"C28H8O1N3P1",0.29,0.04
432.0336637,"C26H11O4N1S1",0.42,0.15
432.0572297,"C19H15O11N1",0.79,0.58
432.0785151,"C16H19O13N1",1.19,0.81
432.0936299,"C20H19O10N1",0.95,0.5
432.1148627,"C17H23O12N1",1.35,0.71
432.1150931,"C17H23O12N1",1.35,0.71
432.1299799,"C21H23O9N1",1.1,0.43
432.1305029,"C24H24O1N3S1P1",1,0.04
432.1514225,"C21H28O3N3S1P1",1.33,0.14
432.1663541,"C22H27O8N1",1.23,0.36
432.187509,"C19H31O10N1",1.63,0.53
432.1878551,"C22H32O2N3S1P1",1.45,0.09
432.2098029,"C27H32O2N1P1",1.19,0.07
432.2238843,"C20H35O9N1",1.75,0.45
432.2422658,"C21H39O6N1S1",1.86,0.29
432.2603208,"C21H39O8N1",1.86,0.38
432.2788786,"C22H43O5N1S1",1.95,0.23
432.9732701,"C15H6O10N4S1",0.4,0.67
433.0048899,"C18H10O13",0.56,0.72
433.01278,"C23H15O3S2P1",0.65,0.13
433.0130574,"C23H7O4N4P1",0.3,0.17
433.0179047,"C15H15O13P1",1,0.87
433.0202303,"C22H10O10",0.45,0.45
433.0259262,"C15H14O15",0.93,1
433.0262056,"C15H14O15",0.93,1
433.0284877,"C27H7O1N4P1",0.26,0.04
433.0314459,"C21H10O9N2",0.48,0.43
433.0338284,"C20H19O5S2P1",0.95,0.25
433.0383212,"C25H11O4N2P1",0.44,0.16
433.0385433,"C23H14O7S1",0.61,0.3
433.0412448,"C19H14O12",0.74,0.63
433.0449625,"C19H19O4N2S2P1",1,0.21
433.0515931,"C20H19O7S1P1",0.95,0.35
433.0543499,"C16H19O12P1",1.19,0.75
433.0565484,"C23H14O9",0.61,0.39
433.0568468,"C26H15O1N2S1P1",0.58,0.04
433.0590218,"C12H22O11N2S2",1.83,0.92
433.0623551,"C16H18O14",1.12,0.88
433.0701864,"C21H23O4S2P1",1.1,0.19
433.0707025,"C21H15O5N4P1",0.71,0.24
433.074267,"C16H22O8N2S2",1.38,0.5
433.0746958,"C26H15O3N2P1",0.58,0.12
433.0776034,"C20H18O11",0.9,0.55
433.0815114,"C20H23O3N2S2P1",1.15,0.15
433.0863564,"C23H18O5N2S1",0.78,0.22
433.0879339,"C21H23O6S1P1",1.1,0.29
433.0887765,"C19H18O10N2",0.95,0.53
433.0930873,"C24H18O8",0.75,0.33
433.0987441,"C17H22O13",1.29,0.76
433.1036695,"C25H23O3S1P1",0.92,0.12
433.1065504,"C22H27O3S2P1",1.23,0.14
433.1106842,"C27H19O2N2P1",0.7,0.07
433.1110844,"C27H19O2N2P1",0.7,0.07
433.1139869,"C21H22O10",1.05,0.48
433.117892,"C21H27O2N2S2P1",1.29,0.1
433.1244057,"C22H27O5S1P1",1.23,0.23
433.125154,"C20H22O9N2",1.1,0.45
433.129284,"C25H22O7",0.88,0.28
433.1351649,"C18H26O12",1.44,0.67
433.1354455,"C21H27O4N2S1P1",1.29,0.19
433.1398945,"C16H26O8N4S1",1.62,0.5
433.1428361,"C23H31O2S2P1",1.35,0.09
433.1431686,"C23H31O2S2P1",1.35,0.09
433.145477,"C19H31O7S1P1",1.63,0.37
433.1473897,"C28H23O1N2P1",0.82,0.04
433.1504109,"C22H26O9",1.18,0.41
433.1544343,"C22H31O1N2S2P1",1.41,0.05
433.1634977,"C19H31O9P1",1.63,0.47
433.165798,"C26H26O6",1,0.23
433.1715957,"C19H30O11",1.58,0.58
433.1719006,"C22H31O3N2S1P1",1.41,0.14
433.1784141,"C23H31O6P1",1.35,0.26
433.1807275,"C30H26O3",0.87,0.1
433.1868183,"C23H30O8",1.3,0.35
433.1998932,"C20H35O8P1",1.75,0.4
433.2079706,"C20H34O10",1.7,0.5
433.2082698,"C23H35O2N2S1P1",1.52,0.09
433.2207988,"C28H34O2S1",1.21,0.07
433.2231781,"C24H34O7",1.42,0.29
433.236246,"C21H39O7P1",1.86,0.33
433.2442432,"C21H38O9",1.81,0.43
433.2445168,"C21H38O9",1.81,0.43
433.2555024,"C20H38O8N2",1.9,0.4
433.2557331,"C20H38O8N2",1.9,0.4
433.2595516,"C25H38O6",1.52,0.24
434.0307507,"C25H9O7N1",0.36,0.28
434.0364838,"C18H13O12N1",0.72,0.67
434.049215,"C26H13O4N1S1",0.5,0.15
434.072919,"C19H17O11N1",0.89,0.58
434.1092883,"C20H21O10N1",1.05,0.5
434.1205753,"C19H21O9N3",1.11,0.47
434.1304762,"C17H25O12N1",1.47,0.71
434.1456621,"C21H25O9N1",1.19,0.43
434.1671372,"C21H30O3N3S1P1",1.43,0.14
434.1854423,"C19H33O8N1S1",1.74,0.42
434.2399194,"C23H38O1N3S1P1",1.65,0.04
434.2580411,"C21H41O6N1S1",1.95,0.29
434.9971207,"C14H13O14P1",0.93,1
435.0130954,"C19H17O6S2P1",0.89,0.32
435.0155715,"C26H12O3S2",0.46,0.12
435.0173625,"C24H9O5N2P1",0.38,0.21
435.0175999,"C24H9O5N2P1",0.38,0.21
435.0179052,"C22H12O8S1",0.55,0.36
435.0205183,"C18H12O13",0.67,0.72
435.0334716,"C15H17O13P1",1.13,0.87
435.0357852,"C22H12O10",0.55,0.45
435.0439903,"C27H9O1N4P1",0.33,0.04
435.0467922,"C21H12O9N2",0.57,0.43
435.0494495,"C20H21O5S2P1",1.05,0.25
435.0504903,"C18H16O9N2S1",0.89,0.5
435.0538655,"C25H13O4N2P1",0.52,0.16
435.0568663,"C19H16O12",0.84,0.63
435.0607761,"C19H21O4N2S2P1",1.11,0.21
435.0679906,"C18H16O11N2",0.89,0.61
435.069915,"C16H21O12P1",1.31,0.75
435.0721637,"C23H16O9",0.7,0.39
435.0780579,"C16H20O14",1.25,0.88
435.0784403,"C19H21O6N2S1P1",1.11,0.32
435.078963,"C27H17O4P1",0.63,0.15
435.0827846,"C14H20O10N4S1",1.43,0.71
435.0833533,"C22H16O8N2",0.73,0.36
435.0845592,"C31H16O1S1",0.52,0.03
435.0851175,"C20H21O9P1",1.05,0.45
435.0857289,"C21H25O4S2P1",1.19,0.19
435.0901909,"C26H17O3N2P1",0.65,0.12
435.090471,"C26H17O3N2P1",0.65,0.12
435.0932466,"C20H20O11",1,0.55
435.0970715,"C20H25O3N2S2P1",1.25,0.15
435.0973454,"C20H25O3N2S2P1",1.25,0.15
435.1044182,"C19H20O10N2",1.05,0.53
435.1063783,"C17H25O11P1",1.47,0.65
435.1085719,"C24H20O8",0.83,0.33
435.1144201,"C17H24O13",1.41,0.76
435.1192861,"C25H25O3S1P1",1,0.12
435.1223193,"C22H29O3S2P1",1.32,0.14
435.1226769,"C22H21O4N4P1",0.95,0.18
435.1248843,"C18H29O8S1P1",1.61,0.44
435.1266198,"C27H21O2N2P1",0.78,0.07
435.1268568,"C25H24O5S1",0.96,0.2
435.1296451,"C21H24O10",1.14,0.48
435.1335243,"C21H29O2N2S2P1",1.38,0.1
435.142759,"C18H29O10P1",1.61,0.56
435.1449528,"C25H24O7",0.96,0.28
435.1508144,"C18H28O12",1.56,0.67
435.1586308,"C23H33O2S2P1",1.43,0.09
435.1588797,"C23H33O2S2P1",1.43,0.09
435.1591922,"C23H25O3N4P1",1.09,0.13
435.1609678,"C19H33O7S1P1",1.74,0.37
435.162996,"C28H25O1N2P1",0.89,0.04
435.1660685,"C22H28O9",1.27,0.41
435.1791583,"C19H33O9P1",1.74,0.47
435.1814465,"C26H28O6",1.08,0.23
435.1870707,"C19H32O11",1.68,0.58
435.1875368,"C22H33O3N2S1P1",1.5,0.14
435.188537,"C30H29O1P1",0.97,0.03
435.1944374,"C13H32O12N4",2.46,0.92
435.2024553,"C23H32O8",1.39,0.35
435.2155121,"C20H37O8P1",1.85,0.4
435.2177706,"C27H32O5",1.19,0.19
435.2238969,"C20H36O10",1.8,0.5
435.2249351,"C21H32O6N4",1.52,0.29
435.2377988,"C18H37O6N4P1",2.06,0.33
435.2389152,"C24H36O7",1.5,0.29
435.2535016,"C20H40O6N2S1",2,0.3
435.260275,"C24H41O1N2S1P1",1.71,0.04
435.2751467,"C25H40O6",1.6,0.24
435.3116272,"C26H44O5",1.69,0.19
436.0521108,"C18H15O12N1",0.83,0.67
436.0648742,"C26H15O4N1S1",0.58,0.15
436.0673744,"C22H15O9N1",0.68,0.41
436.0679362,"C25H16O1N3S1P1",0.64,0.04
436.1249429,"C20H23O10N1",1.15,0.5
436.1252267,"C23H24O2N3S1P1",1.04,0.09
436.1463782,"C20H28O4N3S1P1",1.4,0.2
436.1612927,"C21H27O9N1",1.29,0.43
436.2191404,"C22H36O2N3S1P1",1.64,0.09
436.2738085,"C21H43O6N1S1",2.05,0.29
436.9859383,"C14H6O13N4",0.43,0.93
436.9916326,"C17H11O12P1",0.65,0.71
436.9997784,"C17H10O14",0.59,0.82
437.0000514,"C17H10O14",0.59,0.82
437.0127779,"C14H15O14P1",1.07,1
437.0150915,"C21H10O11",0.48,0.52
437.0234166,"C26H7O2N4P1",0.27,0.08
437.0285741,"C19H19O6S2P1",1,0.32
437.0331064,"C24H11O5N2P1",0.46,0.21
437.0361647,"C18H14O13",0.78,0.72
437.0414099,"C24H10O7N2",0.42,0.29
437.0491693,"C15H19O13P1",1.27,0.87
437.0514165,"C22H14O10",0.64,0.45
437.0607123,"C33H10O2",0.3,0.06
437.0621466,"C13H18O11N4S1",1.38,0.85
437.0624786,"C21H14O9N2",0.67,0.43
437.0627055,"C21H14O9N2",0.67,0.43
437.0652542,"C20H23O5S2P1",1.15,0.25
437.0655838,"C20H15O6N4P1",0.75,0.3
437.0687205,"C14H18O14N2",1.29,1
437.0695108,"C25H15O4N2P1",0.6,0.16
437.0725184,"C19H18O12",0.95,0.63
437.0765066,"C19H23O4N2S2P1",1.21,0.21
437.0836976,"C18H18O11N2",1,0.61
437.0854934,"C16H23O12P1",1.44,0.75
437.0878061,"C23H18O9",0.78,0.39
437.0971236,"C34H14O1",0.41,0.03
437.0984824,"C24H23O4S1P1",0.96,0.17
437.0989371,"C22H18O8N2",0.82,0.36
437.1016101,"C21H27O4S2P1",1.29,0.19
437.1046154,"C28H14O2N4",0.5,0.07
437.105818,"C26H19O3N2P1",0.73,0.12
437.1088938,"C20H22O11",1.1,0.55
437.1127856,"C17H26O11S1",1.53,0.65
437.1175546,"C23H22O5N2S1",0.96,0.22
437.1200815,"C19H22O10N2",1.16,0.53
437.1219339,"C17H27O11P1",1.59,0.65
437.1241881,"C24H22O8",0.92,0.33
437.1332338,"C14H30O13S1",2.14,0.93
437.1349387,"C15H26O9N4S1",1.73,0.6
437.1377883,"C22H31O3S2P1",1.41,0.14
437.1381257,"C22H31O3S2P1",1.41,0.14
437.1407382,"C29H18O1N4",0.62,0.03
437.1452866,"C21H26O10",1.24,0.48
437.1455318,"C21H26O10",1.24,0.48
437.1491951,"C21H31O2N2S2P1",1.48,0.1
437.1583503,"C18H31O10P1",1.72,0.56
437.1606194,"C25H26O7",1.04,0.28
437.1738542,"C12H30O13N4",2.5,1.08
437.1742264,"C23H35O2S2P1",1.52,0.09
437.1768974,"C19H35O7S1P1",1.84,0.37
437.1817053,"C22H30O9",1.36,0.41
437.1820649,"C25H31O1N2S1P1",1.24,0.04
437.1946812,"C19H35O9P1",1.84,0.47
437.1961225,"C18H34O8N2S1",1.89,0.44
437.1970579,"C26H30O6",1.15,0.23
437.2042172,"C30H31O1P1",1.03,0.03
437.215098,"C19H38O5N2S2",2,0.26
437.2181075,"C23H34O8",1.48,0.35
437.2307792,"C20H39O8P1",1.95,0.4
437.2311593,"C20H39O8P1",1.95,0.4
437.2333735,"C27H34O5",1.26,0.19
437.239561,"C23H39O2N2S1P1",1.7,0.09
437.2421678,"C19H39O7N2P1",2.05,0.37
437.2424134,"C19H39O7N2P1",2.05,0.37
437.2533534,"C18H39O6N4P1",2.17,0.33
437.254502,"C24H38O7",1.58,0.29
437.2577535,"C21H42O7S1",2,0.33
437.2755435,"C21H42O9",2,0.43
437.2759401,"C24H43O1N2S1P1",1.79,0.04
437.290835,"C25H42O6",1.68,0.24
437.3426267,"C30H46O2",1.53,0.07
438.0223544,"C20H13O5N3S2",0.65,0.25
438.0313314,"C17H13O13N1",0.76,0.76
438.0315766,"C17H13O13N1",0.76,0.76
438.0466402,"C21H13O10N1",0.62,0.48
438.0677811,"C18H17O12N1",0.94,0.67
438.068113,"C18H17O12N1",0.94,0.67
438.0830811,"C22H17O9N1",0.77,0.41
438.0833946,"C22H17O9N1",0.77,0.41
438.0838187,"C23H21O4N1S2",0.91,0.17
438.1041975,"C19H21O11N1",1.11,0.58
438.1405991,"C20H25O10N1",1.25,0.5
438.151969,"C19H25O9N3",1.32,0.47
438.1769672,"C21H29O9N1",1.38,0.43
438.1983025,"C18H33O11N1",1.83,0.61
438.2132773,"C22H33O8N1",1.5,0.36
438.2496684,"C23H37O7N1",1.61,0.3
438.2499176,"C23H37O7N1",1.61,0.3
438.2627503,"C20H42O7N1P1",2.1,0.35
438.2714147,"C23H42O1N3S1P1",1.83,0.04
438.2861266,"C24H41O6N1",1.71,0.25
438.9942766,"C20H8O12",0.4,0.6
439.0016774,"C14H8O13N4",0.57,0.93
439.0073714,"C17H13O12P1",0.76,0.71
439.0154089,"C17H12O14",0.71,0.82
439.0206363,"C23H8O8N2",0.35,0.35
439.0209945,"C23H8O8N2",0.35,0.35
439.0277028,"C27H9O3N2P1",0.33,0.11
439.028305,"C14H17O14P1",1.21,1
439.0306825,"C21H12O11",0.57,0.52
439.0414396,"C12H16O12N4S1",1.33,1
439.0417883,"C20H12O10N2",0.6,0.5
439.0420656,"C20H12O10N2",0.6,0.5
439.0442915,"C19H21O6S2P1",1.11,0.32
439.0445802,"C19H21O6S2P1",1.11,0.32
439.0468529,"C26H16O3S2",0.62,0.12
439.0473416,"C26H8O4N4",0.31,0.15
439.0477273,"C13H16O15N2",1.23,1.15
439.0485543,"C24H13O5N2P1",0.54,0.21
439.0488426,"C24H13O5N2P1",0.54,0.21
439.0518128,"C18H16O13",0.89,0.72
439.0597862,"C23H21O3S2P1",0.91,0.13
439.0639995,"C28H13O2N2P1",0.46,0.07
439.0670937,"C22H16O10",0.73,0.45
439.0761335,"C33H12O2",0.36,0.06
439.0777829,"C21H16O9N2",0.76,0.43
439.0808116,"C20H25O5S2P1",1.25,0.25
439.0810997,"C20H17O6N4P1",0.85,0.3
439.0850455,"C25H17O4N2P1",0.68,0.16
439.0853885,"C25H17O4N2P1",0.68,0.16
439.0881966,"C19H20O12",1.05,0.63
439.0961676,"C24H25O2S2P1",1.04,0.08
439.099333,"C18H20O11N2",1.11,0.61
439.1003976,"C29H17O1N2P1",0.59,0.03
439.1011793,"C16H25O12P1",1.56,0.75
439.1034579,"C23H20O9",0.87,0.39
439.1067434,"C20H24O9S1",1.2,0.45
439.1121108,"C26H20O3N2S1",0.77,0.12
439.1126281,"C34H16O1",0.47,0.03
439.1141095,"C14H24O10N4S1",1.71,0.71
439.1145749,"C22H20O8N2",0.91,0.36
439.117063,"C21H29O4S2P1",1.38,0.19
439.1173088,"C21H29O4S2P1",1.38,0.19
439.1215172,"C26H21O3N2P1",0.81,0.12
439.1217688,"C26H21O3N2P1",0.81,0.12
439.1245515,"C20H24O11",1.2,0.55
439.1249239,"C23H25O3N2S1P1",1.09,0.13
439.1365934,"C20H28O5N2S2",1.4,0.25
439.1398092,"C24H24O8",1,0.33
439.1609247,"C21H28O10",1.33,0.48
439.161239,"C21H28O10",1.33,0.48
439.1740167,"C18H33O10P1",1.83,0.56
439.1762003,"C25H28O7",1.12,0.28
439.1881095,"C25H32O1N2S2",1.28,0.04
439.1973206,"C22H32O9",1.45,0.41
439.1976621,"C22H32O9",1.45,0.41
439.2100356,"C30H32O1S1",1.07,0.03
439.2103121,"C19H37O9P1",1.95,0.47
439.2116608,"C20H33O5N4P1",1.65,0.25
439.2126933,"C26H32O6",1.23,0.23
439.222204,"C19H41O3N2S2P1",2.16,0.16
439.2263146,"C24H41O1S2P1",1.71,0.04
439.230474,"C19H40O5N2S2",2.11,0.26
439.2337536,"C23H36O8",1.57,0.35
439.2473681,"C21H45O3S2P1",2.14,0.14
439.2480392,"C21H37O4N4P1",1.76,0.19
439.2489136,"C27H36O5",1.33,0.19
439.2491864,"C27H36O5",1.33,0.19
439.255233,"C23H41O2N2S1P1",1.78,0.09
439.2579977,"C19H41O7N2P1",2.16,0.37
439.2701142,"C24H40O7",1.67,0.29
439.2709486,"C25H44O2S2",1.76,0.08
439.2735794,"C21H44O7S1",2.1,0.33
439.2828929,"C21H45O7P1",2.14,0.33
439.2853732,"C28H40O4",1.43,0.14
439.2925686,"C22H40O5N4",1.82,0.23
439.3065049,"C25H44O6",1.76,0.24
439.3217496,"C29H44O3",1.52,0.1
439.3428258,"C26H48O5",1.85,0.19
439.3791398,"C27H52O4",1.93,0.15
440.0257191,"C20H11O11N1",0.55,0.55
440.0470274,"C17H15O13N1",0.88,0.76
440.0473603,"C20H16O5N3S1P1",0.8,0.25
440.0623774,"C21H15O10N1",0.71,0.48
440.0834508,"C18H19O12N1",1.06,0.67
440.0987077,"C22H19O9N1",0.86,0.41
440.1198129,"C19H23O11N1",1.21,0.58
440.1562166,"C20H27O10N1",1.35,0.5
440.1565295,"C20H27O10N1",1.35,0.5
440.1926645,"C21H31O9N1",1.48,0.43
440.1929171,"C21H31O9N1",1.48,0.43
440.2289672,"C22H35O8N1",1.59,0.36
440.2555139,"C25H35O4N3",1.4,0.16
440.2660728,"C24H43O2N1S2",1.79,0.08
440.9408964,"C18H7O6N2S2P1",0.39,0.33
440.9470209,"C11H11O11N2S2P1",1,1
440.963224,"C13H6O12N4S1",0.46,0.92
440.9865248,"C16H11O13P1",0.69,0.81
440.9947289,"C16H10O15",0.62,0.94
441.00017,"C22H6O9N2",0.27,0.41
441.0074156,"C24H10O7S1",0.42,0.29
441.0099779,"C20H10O12",0.5,0.6
441.0205724,"C11H14O13N4S1",1.27,1.18
441.0230511,"C17H15O12P1",0.88,0.71
441.0259874,"C25H14O4S2",0.56,0.16
441.0310522,"C17H14O14",0.82,0.82
441.0388551,"C22H19O4S2P1",0.86,0.18
441.0392507,"C22H11O5N4P1",0.5,0.23
441.0433399,"C27H11O3N2P1",0.41,0.11
441.0463096,"C21H14O11",0.67,0.52
441.0556378,"C32H10O3",0.31,0.09
441.056973,"C12H18O12N4S1",1.5,1
441.0573551,"C20H14O10N2",0.7,0.5
441.0599983,"C19H23O6S2P1",1.21,0.32
441.0641834,"C24H15O5N2P1",0.62,0.21
441.0674186,"C18H18O13",1,0.72
441.0753136,"C23H23O3S2P1",1,0.13
441.0796467,"C28H15O2N2P1",0.54,0.07
441.0826842,"C22H18O10",0.82,0.45
441.0861734,"C19H22O10S1",1.16,0.53
441.0920451,"C33H14O2",0.42,0.06
441.0933468,"C13H22O11N4S1",1.69,0.85
441.0962748,"C20H27O5S2P1",1.35,0.25
441.1009996,"C23H22O7S1",0.96,0.3
441.1015306,"C23H22O7S1",0.96,0.3
441.103815,"C19H22O12",1.16,0.63
441.1125313,"C22H22O6N2S1",1,0.27
441.1130274,"C30H18O4",0.6,0.13
441.116175,"C29H19O1N2P1",0.66,0.03
441.119095,"C23H22O9",0.96,0.39
441.1218883,"C22H23O6N2P1",1.05,0.27
441.1224234,"C20H26O9S1",1.3,0.45
441.1226835,"C20H26O9S1",1.3,0.45
441.1250106,"C16H26O14",1.62,0.88
441.1276505,"C26H22O3N2S1",0.85,0.12
441.128283,"C34H18O1",0.53,0.03
441.1298703,"C24H27O4S1P1",1.12,0.17
441.1318065,"C31H22O1S1",0.71,0.03
441.1327559,"C21H31O4S2P1",1.48,0.19
441.1402259,"C20H26O11",1.3,0.55
441.1405581,"C23H27O3N2S1P1",1.17,0.13
441.1491614,"C23H26O5N2S1",1.13,0.22
441.1495359,"C31H22O3",0.71,0.1
441.1504666,"C21H31O6S1P1",1.48,0.29
441.1525061,"C20H30O5N2S2",1.5,0.25
441.1555006,"C24H26O8",1.08,0.33
441.1613749,"C17H30O13",1.76,0.76
441.1716652,"C18H35O8S1P1",1.94,0.44
441.1766296,"C21H30O10",1.43,0.48
441.1769692,"C24H31O2N2S1P1",1.29,0.08
441.1918813,"C25H30O7",1.2,0.28
441.1981854,"C21H35O4N2S1P1",1.67,0.19
441.1990761,"C29H31O2P1",1.07,0.07
441.2030675,"C24H30O6N2",1.25,0.25
441.2089784,"C17H34O11N2",2,0.65
441.2129904,"C22H34O9",1.55,0.41
441.2133153,"C22H34O9",1.55,0.41
441.2282497,"C26H34O6",1.31,0.23
441.2354874,"C30H35O1P1",1.17,0.03
441.2484524,"C17H39O7N4P1",2.29,0.41
441.2493721,"C23H38O8",1.65,0.35
441.2501743,"C24H42O3S2",1.75,0.12
441.2508723,"C24H34O4N4",1.42,0.17
441.2525966,"C20H42O8S1",2.1,0.4
441.2622112,"C20H43O8P1",2.15,0.4
441.2646737,"C27H38O5",1.41,0.19
441.2681538,"C24H42O5S1",1.75,0.21
441.2718892,"C21H38O6N4",1.81,0.29
441.2857263,"C24H42O7",1.75,0.29
441.3008182,"C28H42O4",1.5,0.14
441.3082134,"C22H42O5N4",1.91,0.23
441.3221292,"C25H46O6",1.84,0.24
441.3585649,"C26H50O5",1.92,0.19
442.0166487,"C18H9O11N3",0.5,0.61
442.041555,"C20H13O11N1",0.65,0.55
442.0470212,"C26H9O5N3",0.35,0.19
442.0543034,"C28H13O3N1S1",0.46,0.11
442.0626962,"C17H17O13N1",1,0.76
442.0629199,"C17H17O13N1",1,0.76
442.0659076,"C14H21O13N1S1",1.5,0.93
442.0779444,"C21H17O10N1",0.81,0.48
442.0783736,"C24H18O2N3S1P1",0.75,0.08
442.0991091,"C18H21O12N1",1.17,0.67
442.1144137,"C22H21O9N1",0.95,0.41
442.1146891,"C22H21O9N1",0.95,0.41
442.1355252,"C19H25O11N1",1.32,0.58
442.1358204,"C19H25O11N1",1.32,0.58
442.1509273,"C23H25O8N1",1.09,0.35
442.1593201,"C26H25O2N3S1",0.96,0.08
442.171897,"C20H29O10N1",1.45,0.5
442.1722728,"C23H30O2N3S1P1",1.3,0.09
442.1938306,"C18H37O7N1S2",2.06,0.39
442.1942173,"C28H30O2N1P1",1.07,0.07
442.2083105,"C21H33O9N1",1.57,0.43
442.2085529,"C21H33O9N1",1.57,0.43
442.2306509,"C29H34O1N1P1",1.17,0.03
442.2447758,"C22H37O8N1",1.68,0.36
442.2670771,"C20H37O6N5",1.85,0.3
442.2895551,"C26H41O1N3S1",1.58,0.04
442.9606415,"C23H9O4S2P1",0.39,0.17
442.9726089,"C20H4O7N4S1",0.2,0.35
442.9892463,"C19H8O13",0.42,0.68
442.989698,"C19H8O13",0.42,0.68
443.002225,"C16H13O13P1",0.81,0.81
443.0102818,"C16H12O15",0.75,0.94
443.0182337,"C21H17O5S2P1",0.81,0.24
443.0222767,"C16H16O9N2S2",1,0.56
443.0228632,"C24H12O7S1",0.5,0.29
443.0231536,"C24H12O7S1",0.5,0.29
443.025579,"C20H12O12",0.6,0.6
443.0362451,"C11H16O13N4S1",1.45,1.18
443.0366166,"C19H12O11N2",0.63,0.58
443.0416314,"C25H16O4S2",0.64,0.16
443.0418888,"C14H21O12S1P1",1.5,0.86
443.0467098,"C17H16O14",0.94,0.82
443.0522338,"C23H12O8N2",0.52,0.35
443.0547056,"C22H21O4S2P1",0.95,0.18
443.0555068,"C20H16O8N2S1",0.8,0.4
443.0590588,"C27H13O3N2P1",0.48,0.11
443.0619856,"C21H16O11",0.76,0.52
443.0623481,"C24H17O3N2S1P1",0.71,0.12
443.0704774,"C26H13O2N4P1",0.5,0.08
443.0726025,"C22H21O6S1P1",0.95,0.27
443.0731158,"C20H16O10N2",0.8,0.5
443.0755896,"C19H25O6S2P1",1.32,0.32
443.0779638,"C26H20O3S2",0.77,0.12
443.0783737,"C15H25O11S1P1",1.67,0.73
443.0792672,"C13H20O15N2",1.54,1.15
443.0799819,"C14H24O10N2S2",1.71,0.71
443.083118,"C18H20O13",1.11,0.72
443.0913371,"C23H17O4N4P1",0.74,0.17
443.0919462,"C21H20O7N2S1",0.95,0.33
443.0937767,"C30H12O1N4",0.4,0.03
443.0953704,"C28H17O2N2P1",0.61,0.07
443.0983889,"C22H20O10",0.91,0.45
443.0989052,"C25H21O2N2S1P1",0.84,0.08
443.107721,"C33H16O2",0.48,0.06
443.1089887,"C23H25O5S1P1",1.09,0.22
443.1094925,"C21H20O9N2",0.95,0.43
443.109717,"C21H20O9N2",0.95,0.43
443.119499,"C19H24O12",1.26,0.63
443.1290731,"C30H20O4",0.67,0.13
443.1299233,"C20H29O7S1P1",1.45,0.35
443.1316272,"C29H21O1N2P1",0.72,0.03
443.1319068,"C29H21O1N2P1",0.72,0.03
443.1347491,"C23H24O9",1.04,0.39
443.1353063,"C26H25O1N2S1P1",0.96,0.04
443.1382092,"C20H28O9S1",1.4,0.45
443.1403023,"C29H20O3N2",0.69,0.1
443.1457913,"C22H24O8N2",1.09,0.36
443.1558595,"C20H28O11",1.4,0.55
443.1562383,"C23H29O3N2S1P1",1.26,0.13
443.1681056,"C20H32O5N2S2",1.6,0.25
443.1711048,"C24H28O8",1.17,0.33
443.1783563,"C28H29O3P1",1.04,0.11
443.1821624,"C23H28O7N2",1.22,0.3
443.1842301,"C21H33O8P1",1.57,0.38
443.1922274,"C21H32O10",1.52,0.48
443.1925614,"C24H33O2N2S1P1",1.38,0.08
443.2074857,"C25H32O7",1.28,0.28
443.2111107,"C22H36O7S1",1.64,0.32
443.2147181,"C29H33O2P1",1.14,0.07
443.2286224,"C22H36O9",1.64,0.41
443.2289405,"C25H37O1N2S1P1",1.48,0.04
443.2438924,"C26H36O6",1.38,0.23
443.2511112,"C30H37O1P1",1.23,0.03
443.2592238,"C30H36O3",1.2,0.1
443.265038,"C23H40O8",1.74,0.35
443.2802246,"C27H40O5",1.48,0.19
443.2804638,"C27H40O5",1.48,0.19
443.2875492,"C21H40O6N4",1.9,0.29
443.3014311,"C24H44O7",1.83,0.29
443.3377333,"C25H48O6",1.92,0.24
444.0206425,"C19H11O12N1",0.58,0.63
444.0572369,"C20H15O11N1",0.75,0.55
444.0783962,"C17H19O13N1",1.12,0.76
444.0876688,"C28H15O5N1",0.54,0.18
444.0936513,"C21H19O10N1",0.9,0.48
444.1058387,"C21H23O4N3S2",1.1,0.19
444.1147526,"C18H23O12N1",1.28,0.67
444.1151091,"C21H24O4N3S1P1",1.14,0.19
444.1300369,"C22H23O9N1",1.05,0.41
444.1303543,"C25H24O1N3S1P1",0.96,0.04
444.1413211,"C21H23O8N3",1.1,0.38
444.1511261,"C19H27O11N1",1.42,0.58
444.1515049,"C22H28O3N3S1P1",1.27,0.14
444.1663671,"C23H27O8N1",1.17,0.35
444.18786,"C20H31O10N1",1.55,0.5
444.209794,"C28H32O2N1P1",1.14,0.07
444.2239132,"C21H35O9N1",1.67,0.43
444.2242241,"C21H35O9N1",1.67,0.43
444.2463473,"C29H36O1N1P1",1.24,0.03
444.2600767,"C22H39O8N1",1.77,0.36
444.9507993,"C18H6O12S1",0.33,0.67
444.9511531,"C21H7O4N2S2P1",0.33,0.19
444.9813855,"C15H11O14P1",0.73,0.93
444.9972714,"C20H15O6S2P1",0.75,0.3
445.0020811,"C25H7O5N2P1",0.28,0.2
445.0048773,"C19H10O13",0.53,0.68
445.0120021,"C23H11O8P1",0.48,0.35
445.0179314,"C16H15O13P1",0.94,0.81
445.0202387,"C23H10O10",0.43,0.43
