"Mass","formula","El_comp","Class","HC","OC","AImod","NOSC","C","H","O","N","S","P"
300.9989993,"C14H6O8","CHO","ConHC",0.43,0.57,0.8,0.7143,14,6,8,0,0,0
301.0353654,"C15H10O7","CHO","ConHC",0.67,0.47,0.6522,0.2667,15,10,7,0,0,0
301.0565088,"C12H14O9","CHO","Tannin",1.17,0.75,0.2,0.3333,12,14,9,0,0,0
301.0706436,"C10H15O5N4P1","CHONP","Protein",1.5,0.5,-0.6,0.7,10,15,5,4,0,1
301.0708484,"C10H15O5N4P1","CHONP","Protein",1.5,0.5,-0.6,0.7,10,15,5,4,0,1
301.0717396,"C16H14O6","CHO","Lignin",0.88,0.38,0.5385,-0.125,16,14,6,0,0,0
301.0928911,"C13H18O8","CHO","Lignin",1.38,0.62,0.1111,-0.1538,13,18,8,0,0,0
301.1081563,"C17H18O5","CHO","Lignin",1.06,0.29,0.4483,-0.4706,17,18,5,0,0,0
301.1292424,"C14H22O7","CHO","Protein",1.57,0.5,0.0476,-0.5714,14,22,7,0,0,0
301.1445371,"C18H22O4","CHO","Lignin",1.22,0.22,0.375,-0.7778,18,22,4,0,0,0
301.1656991,"C15H26O6","CHO","Protein",1.73,0.4,0,-0.9333,15,26,6,0,0,0
301.1808766,"C19H26O3","CHO","Lignin",1.37,0.16,0.3143,-1.0526,19,26,3,0,0,0
301.2020941,"C16H30O5","CHO","Protein",1.88,0.31,-0.037,-1.25,16,30,5,0,0,0
302.091193,"C11H18O5N3P1","CHONP","Protein",1.64,0.45,-0.3333,0.0909,11,18,5,3,0,1
302.1398309,"C17H21O4N1","CHON","Lignin",1.24,0.24,0.3571,-0.5882,17,21,4,1,0,0
302.1720908,"C13H25O5N3","CHON","Protein",1.92,0.38,-0.3333,-0.4615,13,25,5,3,0,0
303.0136812,"C8H9O7N4P1","CHONP","Tannin",1.12,0.88,3,2.125,8,9,7,4,0,1
303.0146346,"C14H8O8","CHO","ConHC",0.57,0.57,0.7,0.5714,14,8,8,0,0,0
303.0500612,"C9H13O6N4P1","CHONP","Tannin",1.44,0.67,-2,1.2222,9,13,6,4,0,1
303.0510183,"C15H12O7","CHO","Lignin",0.8,0.47,0.5652,0.1333,15,12,7,0,0,0
303.0720762,"C12H16O9","CHO","Tannin",1.33,0.75,0.0667,0.1667,12,16,9,0,0,0
303.0722981,"C12H16O9","CHO","Tannin",1.33,0.75,0.0667,0.1667,12,16,9,0,0,0
303.0862799,"C10H17O5N4P1","CHONP","Protein",1.7,0.5,-1,0.5,10,17,5,4,0,1
303.086452,"C8H20O8N2S1","CHONS","Other",2.5,1,-7,0.5,8,20,8,2,1,0
303.0866101,"C8H20O8N2S1","CHONS","Other",2.5,1,-7,0.5,8,20,8,2,1,0
303.0874211,"C16H16O6","CHO","Lignin",1,0.38,0.4615,-0.25,16,16,6,0,0,0
303.0985733,"C15H16O5N2","CHON","Lignin",1.07,0.33,0.4286,0,15,16,5,2,0,0
303.1085256,"C13H20O8","CHO","AminoSugar",1.54,0.62,0,-0.3077,13,20,8,0,0,0
303.1086908,"C13H20O8","CHO","AminoSugar",1.54,0.62,0,-0.3077,13,20,8,0,0,0
303.1237574,"C17H20O5","CHO","Lignin",1.18,0.29,0.3793,-0.5882,17,20,5,0,0,0
303.1448771,"C14H24O7","CHO","Protein",1.71,0.5,-0.0476,-0.7143,14,24,7,0,0,0
303.1450691,"C14H24O7","CHO","Protein",1.71,0.5,-0.0476,-0.7143,14,24,7,0,0,0
303.1591181,"C12H25O3N4P1","CHONP","Lipid",2.08,0.25,-0.6364,-0.5833,12,25,3,4,0,1
303.1601908,"C18H24O4","CHO","Lignin",1.33,0.22,0.3125,-0.8889,18,24,4,0,0,0
303.18126,"C15H28O6","CHO","Protein",1.87,0.4,-0.0833,-1.0667,15,28,6,0,0,0
303.195613,"C13H29O2N4P1","CHONP","Lipid",2.23,0.15,-0.5714,-1,13,29,2,4,0,1
304.0165233,"C7H15O8N1S2","CHONS","Other",2.14,1.14,-Inf,1.1429,7,15,8,1,2,0
304.046262,"C14H11O7N1","CHON","ConHC",0.79,0.5,0.5789,0.4286,14,11,7,1,0,0
304.9939727,"C13H6O9","CHO","ConHC",0.46,0.69,0.7647,0.9231,13,6,9,0,0,0
305.0302707,"C14H10O8","CHO","ConHC",0.71,0.57,0.6,0.4286,14,10,8,0,0,0
305.0656332,"C9H15O6N4P1","CHONP","AminoSugar",1.67,0.67,-3,1,9,15,6,4,0,1
305.0666855,"C15H14O7","CHO","Lignin",0.93,0.47,0.4783,0,15,14,7,0,0,0
305.0779843,"C14H14O6N2","CHON","Lignin",1,0.43,0.4444,0.2857,14,14,6,2,0,0
305.1019423,"C10H19O5N4P1","CHONP","Protein",1.9,0.5,-1.4,0.3,10,19,5,4,0,1
305.1030729,"C16H18O6","CHO","Lignin",1.12,0.38,0.3846,-0.375,16,18,6,0,0,0
305.1242308,"C13H22O8","CHO","AminoSugar",1.69,0.62,-0.1111,-0.4615,13,22,8,0,0,0
305.1384525,"C11H23O4N4P1","CHONP","Protein",2.09,0.36,-1,-0.2727,11,23,4,4,0,1
305.1394032,"C17H22O5","CHO","Lignin",1.29,0.29,0.3103,-0.7059,17,22,5,0,0,0
305.1605808,"C14H26O7","CHO","Protein",1.86,0.5,-0.1429,-0.8571,14,26,7,0,0,0
305.1758837,"C18H26O4","CHO","Lignin",1.44,0.22,0.25,-1,18,26,4,0,0,0
306.0983262,"C15H17O6N1","CHON","Lignin",1.13,0.4,0.3636,-0.1333,15,17,6,1,0,0
307.0084651,"C7H9O8N4P1","CHONP","Other",1.29,1.14,1.5,2.7143,7,9,8,4,0,1
307.0095441,"C13H8O9","CHO","ConHC",0.62,0.69,0.6471,0.7692,13,8,9,0,0,0
307.0449897,"C8H13O7N4P1","CHONP","Carb",1.62,0.88,7,1.625,8,13,7,4,0,1
307.0459336,"C14H12O8","CHO","Lignin",0.86,0.57,0.5,0.2857,14,12,8,0,0,0
307.0823253,"C15H16O7","CHO","Lignin",1.07,0.47,0.3913,-0.1333,15,16,7,0,0,0
307.0936215,"C14H16O6N2","CHON","Lignin",1.14,0.43,0.3333,0.1429,14,16,6,2,0,0
307.1177342,"C10H21O5N4P1","CHONP","Protein",2.1,0.5,-1.8,0.1,10,21,5,4,0,1
307.1187215,"C16H20O6","CHO","Lignin",1.25,0.38,0.3077,-0.5,16,20,6,0,0,0
307.1426835,"C12H25O5N2P1","CHONP","Protein",2.08,0.42,-0.5385,-0.75,12,25,5,2,0,1
307.1541481,"C11H25O4N4P1","CHONP","Protein",2.27,0.36,-1.25,-0.4545,11,25,4,4,0,1
307.1550669,"C17H24O5","CHO","Lignin",1.41,0.29,0.2414,-0.8235,17,24,5,0,0,0
307.1552509,"C17H24O5","CHO","Lignin",1.41,0.29,0.2414,-0.8235,17,24,5,0,0,0
307.162284,"C11H24O6N4","CHON","Protein",2.18,0.55,-1.25,0,11,24,6,4,0,0
307.1914614,"C18H28O4","CHO","Lipid",1.56,0.22,0.1875,-1.1111,18,28,4,0,0,0
307.1948133,"C15H32O4S1","CHOS","Lipid",2.13,0.27,-0.25,-1.4667,15,32,4,0,1,0
308.0015164,"C8H11O6N3S2","CHONS","Tannin",1.38,0.75,-Inf,1.75,8,11,6,3,2,0
308.0776283,"C14H15O7N1","CHON","Lignin",1.07,0.5,0.3684,0.1429,14,15,7,1,0,0
309.0240894,"C7H11O8N4P1","CHONP","Other",1.57,1.14,2,2.4286,7,11,8,4,0,1
309.0242902,"C7H11O8N4P1","CHONP","Other",1.57,1.14,2,2.4286,7,11,8,4,0,1
309.0252012,"C13H10O9","CHO","ConHC",0.77,0.69,0.5294,0.6154,13,10,9,0,0,0
309.0404834,"C17H10O6","CHO","ConHC",0.59,0.35,0.7143,0.1176,17,10,6,0,0,0
309.0605211,"C8H15O7N4P1","CHONP","Carb",1.88,0.88,9,1.375,8,15,7,4,0,1
309.0606827,"C8H15O7N4P1","CHONP","Carb",1.88,0.88,9,1.375,8,15,7,4,0,1
309.0615948,"C14H14O8","CHO","Lignin",1,0.57,0.4,0.1429,14,14,8,0,0,0
309.0727721,"C13H14O7N2","CHON","Lignin",1.08,0.54,0.3333,0.4615,13,14,7,2,0,0
309.0768027,"C18H14O5","CHO","ConHC",0.78,0.28,0.6129,-0.2222,18,14,5,0,0,0
309.0953966,"C19H18O2S1","CHOS","UnsatHC",0.95,0.11,0.5294,-0.6316,19,18,2,0,1,0
309.0969369,"C9H19O6N4P1","CHONP","AminoSugar",2.11,0.67,-5,0.5556,9,19,6,4,0,1
309.0979836,"C15H18O7","CHO","Lignin",1.2,0.47,0.3043,-0.2667,15,18,7,0,0,0
309.1131574,"C19H18O4","CHO","Lignin",0.95,0.21,0.5294,-0.5263,19,18,4,0,0,0
309.1133541,"C19H18O4","CHO","Lignin",0.95,0.21,0.5294,-0.5263,19,18,4,0,0,0
309.1332806,"C10H23O5N4P1","CHONP","Other",2.3,0.5,-2.2,-0.1,10,23,5,4,0,1
309.1343609,"C16H22O6","CHO","Lignin",1.38,0.38,0.2308,-0.625,16,22,6,0,0,0
309.1529459,"C17H26O3S1","CHOS","Lipid",1.53,0.18,0.1724,-1.0588,17,26,3,0,1,0
309.1696076,"C11H27O4N4P1","CHONP","Other",2.45,0.36,-1.5,-0.6364,11,27,4,4,0,1
309.1707534,"C17H26O5","CHO","Lipid",1.53,0.29,0.1724,-0.9412,17,26,5,0,0,0
309.1741327,"C14H30O5S1","CHOS","Protein",2.14,0.36,-0.3333,-1.2857,14,30,5,0,1,0
309.1966359,"C12H30O3N4S1","CHONS","Other",2.5,0.25,-1.1818,-0.8333,12,30,3,4,1,0
310.0145795,"C19H5O4N1","CHON","ConHC",0.26,0.21,0.9375,0.3158,19,5,4,1,0,0
310.080919,"C9H18O7N3P1","CHONP","Carb",2,0.78,-3,0.5556,9,18,7,3,0,1
310.093292,"C14H17O7N1","CHON","Lignin",1.21,0.5,0.2632,0,14,17,7,1,0,0
310.1368233,"C9H21O7N5","CHON","Other",2.33,0.78,-13,0.8889,9,21,7,5,0,0
310.1508257,"C12H25O8N1","CHON","AminoSugar",2.08,0.67,-0.5714,-0.5,12,25,8,1,0,0
311.0043773,"C12H8O10","CHO","ConHC",0.67,0.83,0.5714,1,12,8,10,0,0,0
311.0045515,"C12H8O10","CHO","ConHC",0.67,0.83,0.5714,1,12,8,10,0,0,0
311.0198126,"C16H8O7","CHO","ConHC",0.5,0.44,0.76,0.375,16,8,7,0,0,0
311.0397762,"C7H13O8N4P1","CHONP","Other",1.86,1.14,2.5,2.1429,7,13,8,4,0,1
311.0408545,"C13H12O9","CHO","Tannin",0.92,0.69,0.4118,0.4615,13,12,9,0,0,0
311.055334,"C9H16O8N2S1","CHONS","Carb",1.78,0.89,-2,0.8889,9,16,8,2,1,0
311.0555268,"C9H16O8N2S1","CHONS","Carb",1.78,0.89,-2,0.8889,9,16,8,2,1,0
311.0561275,"C17H12O6","CHO","ConHC",0.71,0.35,0.6429,0,17,12,6,0,0,0
311.0761285,"C8H17O7N4P1","CHONP","Carb",2.12,0.88,11,1.125,8,17,7,4,0,1
311.0762905,"C8H17O7N4P1","CHONP","Carb",2.12,0.88,11,1.125,8,17,7,4,0,1
311.077295,"C14H16O8","CHO","Lignin",1.14,0.57,0.3,0,14,16,8,0,0,0
311.0884787,"C13H16O7N2","CHON","Lignin",1.23,0.54,0.2,0.3077,13,16,7,2,0,0
311.0925035,"C18H16O5","CHO","Lignin",0.89,0.28,0.5484,-0.3333,18,16,5,0,0,0
311.0939899,"C19H12O1N4","CHON","ConHC",0.63,0.05,0.7931,0.1053,19,12,1,4,0,0
311.1124437,"C9H21O6N4P1","CHONP","Other",2.33,0.67,-6,0.3333,9,21,6,4,0,1
311.1127214,"C9H21O6N4P1","CHONP","Other",2.33,0.67,-6,0.3333,9,21,6,4,0,1
311.1136167,"C15H20O7","CHO","Lignin",1.33,0.47,0.2174,-0.4,15,20,7,0,0,0
311.1277002,"C13H21O3N4P1","CHONP","Lipid",1.62,0.23,-0.0769,-0.2308,13,21,3,4,0,1
311.1289226,"C19H20O4","CHO","Lignin",1.05,0.21,0.4706,-0.6316,19,20,4,0,0,0
311.1489546,"C10H25O5N4P1","CHONP","Other",2.5,0.5,-2.6,-0.3,10,25,5,4,0,1
311.150022,"C16H24O6","CHO","Protein",1.5,0.38,0.1538,-0.75,16,24,6,0,0,0
311.168607,"C17H28O3S1","CHOS","Lipid",1.65,0.18,0.1034,-1.1765,17,28,3,0,1,0
311.1712419,"C13H28O8","CHO","AminoSugar",2.15,0.62,-0.4444,-0.9231,13,28,8,0,0,0
311.1864134,"C17H28O5","CHO","Lipid",1.65,0.29,0.1034,-1.0588,17,28,5,0,0,0
311.2017598,"C21H28O2","CHO","UnsatHC",1.33,0.1,0.35,-1.1429,21,28,2,0,0,0
311.2227418,"C18H32O4","CHO","Lipid",1.78,0.22,0.0625,-1.3333,18,32,4,0,0,0
312.0111075,"C10H7O9N3","CHON","ConHC",0.7,0.9,0.6,2,10,7,9,3,0,0
312.0483005,"C12H15O3N3S2","CHONS","Lignin",1.25,0.25,0.0909,0.3333,12,15,3,3,2,0
312.0876263,"C17H15O5N1","CHON","Lignin",0.88,0.29,0.5556,-0.1176,17,15,5,1,0,0
312.1694246,"C11H28O5N3P1","CHONP","Other",2.55,0.45,-1.4444,-0.8182,11,28,5,3,0,1
312.1735493,"C16H28O3N1P1","CHONP","Lipid",1.75,0.19,0.04,-1.1875,16,28,3,1,0,1
312.9988694,"C15H6O8","CHO","ConHC",0.4,0.53,0.8182,0.6667,15,6,8,0,0,0
313.0200908,"C12H10O10","CHO","Tannin",0.83,0.83,0.4286,0.8333,12,10,10,0,0,0
313.0353709,"C16H10O7","CHO","ConHC",0.62,0.44,0.68,0.25,16,10,7,0,0,0
313.0555411,"C7H15O8N4P1","CHONP","Other",2.14,1.14,3,1.8571,7,15,8,4,0,1
313.0565277,"C13H14O9","CHO","Tannin",1.08,0.69,0.2941,0.3077,13,14,9,0,0,0
313.0706144,"C11H15O5N4P1","CHONP","Lignin",1.36,0.45,-0.1429,0.6364,11,15,5,4,0,1
313.0717917,"C17H14O6","CHO","Lignin",0.82,0.35,0.5714,-0.1176,17,14,6,0,0,0
313.0784819,"C11H22O6S2","CHOS","Protein",2,0.55,-0.6667,-0.5455,11,22,6,0,2,0
313.0919037,"C8H19O7N4P1","CHONP","Other",2.38,0.88,13,0.875,8,19,7,4,0,1
313.092907,"C14H18O8","CHO","Lignin",1.29,0.57,0.2,-0.1429,14,18,8,0,0,0
313.1081615,"C18H18O5","CHO","Lignin",1,0.28,0.4839,-0.4444,18,18,5,0,0,0
313.128285,"C9H23O6N4P1","CHONP","Other",2.56,0.67,-7,0.1111,9,23,6,4,0,1
313.1293062,"C15H22O7","CHO","Lignin",1.47,0.47,0.1304,-0.5333,15,22,7,0,0,0
313.1446099,"C19H22O4","CHO","Lignin",1.16,0.21,0.4118,-0.7368,19,22,4,0,0,0
313.15756,"C16H27O4P1","CHOP","Lipid",1.69,0.25,0.0769,-1.1875,16,27,4,0,0,1
313.1630729,"C20H26O1S1","CHOS","UnsatHC",1.3,0.05,0.3514,-1.1,20,26,1,0,1,0
313.1657111,"C16H26O6","CHO","Protein",1.62,0.38,0.0769,-0.875,16,26,6,0,0,0
313.1809394,"C20H26O3","CHO","Lignin",1.3,0.15,0.3514,-1,20,26,3,0,0,0
313.202055,"C17H30O5","CHO","Lipid",1.76,0.29,0.0345,-1.1765,17,30,5,0,0,0
313.2383802,"C18H34O4","CHO","Lipid",1.89,0.22,0,-1.4444,18,34,4,0,0,0
314.048577,"C8H17O6N3S2","CHONS","Carb",2.12,0.75,-Inf,1,8,17,6,3,2,0
314.1678619,"C19H26O1N1P1","CHONP","UnsatHC",1.37,0.05,0.3333,-1.1053,19,26,1,1,0,1
314.1721316,"C14H25O5N3","CHON","Protein",1.79,0.36,-0.1765,-0.4286,14,25,5,3,0,0
314.2085463,"C15H29O4N3","CHON","Lipid",1.93,0.27,-0.2,-0.8,15,29,4,3,0,0
315.0136546,"C9H9O7N4P1","CHONP","Tannin",1,0.78,-1,1.8889,9,9,7,4,0,1
315.0145996,"C15H8O8","CHO","ConHC",0.53,0.53,0.7273,0.5333,15,8,8,0,0,0
315.0357776,"C12H12O10","CHO","Tannin",1,0.83,0.2857,0.6667,12,12,10,0,0,0
315.0496516,"C10H21O5S2P1","CHOSP","Protein",2.1,0.5,-1,-0.7,10,21,5,0,2,1
315.0499038,"C10H13O6N4P1","CHONP","Lignin",1.3,0.6,-0.5,1.1,10,13,6,4,0,1
315.0500907,"C10H13O6N4P1","CHONP","Lignin",1.3,0.6,-0.5,1.1,10,13,6,4,0,1
315.0510488,"C16H12O7","CHO","ConHC",0.75,0.44,0.6,0.125,16,12,7,0,0,0
315.0712298,"C7H17O8N4P1","CHONP","Other",2.43,1.14,3.5,1.5714,7,17,8,4,0,1
315.0721476,"C13H16O9","CHO","Tannin",1.23,0.69,0.1765,0.1538,13,16,9,0,0,0
315.0863391,"C11H17O5N4P1","CHONP","Protein",1.55,0.45,-0.4286,0.4545,11,17,5,4,0,1
315.0864981,"C11H17O5N4P1","CHONP","Protein",1.55,0.45,-0.4286,0.4545,11,17,5,4,0,1
315.0866784,"C9H20O8N2S1","CHONS","Other",2.22,0.89,-3,0.4444,9,20,8,2,1,0
315.0873824,"C17H16O6","CHO","Lignin",0.94,0.35,0.5,-0.2353,17,16,6,0,0,0
315.098679,"C16H16O5N2","CHON","Lignin",1,0.31,0.4783,0,16,16,5,2,0,0
315.1085564,"C14H20O8","CHO","Lignin",1.43,0.57,0.1,-0.2857,14,20,8,0,0,0
315.1227756,"C12H21O4N4P1","CHONP","Protein",1.75,0.33,-0.4,-0.0833,12,21,4,4,0,1
315.1238163,"C18H20O5","CHO","Lignin",1.11,0.28,0.4194,-0.5556,18,20,5,0,0,0
315.1437565,"C9H25O6N4P1","CHONP","Other",2.78,0.67,-8,-0.1111,9,25,6,4,0,1
315.1449051,"C15H24O7","CHO","Protein",1.6,0.47,0.0435,-0.6667,15,24,7,0,0,0
315.1601603,"C19H24O4","CHO","Lignin",1.26,0.21,0.3529,-0.8421,19,24,4,0,0,0
315.1674662,"C13H24O5N4","CHON","Protein",1.85,0.38,-0.3846,-0.1538,13,24,5,4,0,0
315.1813573,"C16H28O6","CHO","Protein",1.75,0.38,0,-1,16,28,6,0,0,0
315.2076726,"C19H28O2N2","CHON","UnsatHC",1.47,0.11,0.25,-0.9474,19,28,2,2,0,0
315.2176771,"C17H32O5","CHO","Lipid",1.88,0.29,-0.0345,-1.2941,17,32,5,0,0,0
315.254209,"C18H36O4","CHO","Lipid",2,0.22,-0.0625,-1.5556,18,36,4,0,0,0
316.0461851,"C15H11O7N1","CHON","ConHC",0.73,0.47,0.619,0.4,15,11,7,1,0,0
316.1584978,"C17H24O1N3P1","CHONP","UnsatHC",1.41,0.06,0.28,-0.7647,17,24,1,3,0,1
316.1877846,"C14H27O5N3","CHON","Protein",1.93,0.36,-0.2941,-0.5714,14,27,5,3,0,0
316.942864,"C12H3O5N2S1P1","CHONSP","ConHC",0.25,0.42,1.1818,1.25,12,3,5,2,1,1
316.9526943,"C10H7O8S1P1","CHOSP","ConHC",0.7,0.8,0.5,1.1,10,7,8,0,1,1
316.9928016,"C8H7O8N4P1","CHONP","Tannin",0.88,1,1,2.625,8,7,8,4,0,1
316.9938607,"C14H6O9","CHO","ConHC",0.43,0.64,0.7895,0.8571,14,6,9,0,0,0
316.9940596,"C14H6O9","CHO","ConHC",0.43,0.64,0.7895,0.8571,14,6,9,0,0,0
317.0292658,"C9H11O7N4P1","CHONP","Tannin",1.22,0.78,-3,1.6667,9,11,7,4,0,1
317.0302756,"C15H10O8","CHO","ConHC",0.67,0.53,0.6364,0.4,15,10,8,0,0,0
317.0406568,"C16H15O3S1P1","CHOSP","Lignin",0.94,0.19,0.52,-0.4375,16,15,3,0,1,1
317.0514525,"C12H14O10","CHO","Tannin",1.17,0.83,0.1429,0.5,12,14,10,0,0,0
317.0651904,"C10H23O5S2P1","CHOSP","Other",2.3,0.5,-1.2222,-0.9,10,23,5,0,2,1
317.0655234,"C10H15O6N4P1","CHONP","AminoSugar",1.5,0.6,-1,0.9,10,15,6,4,0,1
317.06603,"C8H18O9N2S1","CHONS","Other",2.25,1.12,-13,1,8,18,9,2,1,0
317.0667047,"C16H14O7","CHO","Lignin",0.88,0.44,0.52,0,16,14,7,0,0,0
317.077942,"C15H14O6N2","CHON","Lignin",0.93,0.4,0.5,0.2667,15,14,6,2,0,0
317.0797117,"C13H19O7P1","CHOP","Lignin",1.46,0.54,0.0588,-0.3846,13,19,7,0,0,1
317.0866727,"C7H19O8N4P1","CHONP","Other",2.71,1.14,4,1.2857,7,19,8,4,0,1
317.0877864,"C13H18O9","CHO","Tannin",1.38,0.69,0.0588,0,13,18,9,0,0,0
317.1030491,"C17H18O6","CHO","Lignin",1.06,0.35,0.4286,-0.3529,17,18,6,0,0,0
317.124229,"C14H22O8","CHO","AminoSugar",1.57,0.57,0,-0.4286,14,22,8,0,0,0
317.138283,"C12H23O4N4P1","CHONP","Protein",1.92,0.33,-0.6,-0.25,12,23,4,4,0,1
317.1394546,"C18H22O5","CHO","Lignin",1.22,0.28,0.3548,-0.6667,18,22,5,0,0,0
317.16055,"C15H26O7","CHO","Protein",1.73,0.47,-0.0435,-0.8,15,26,7,0,0,0
317.1748356,"C13H27O3N4P1","CHONP","Lipid",2.08,0.23,-0.5385,-0.6923,13,27,3,4,0,1
317.1758334,"C19H26O4","CHO","Lignin",1.37,0.21,0.2941,-0.9474,19,26,4,0,0,0
317.1969994,"C16H30O6","CHO","Protein",1.88,0.38,-0.0769,-1.125,16,30,6,0,0,0
318.0619235,"C15H13O7N1","CHON","Lignin",0.87,0.47,0.5238,0.2667,15,13,7,1,0,0
318.0983369,"C16H17O6N1","CHON","Lignin",1.06,0.38,0.4167,-0.125,16,17,6,1,0,0
318.119337,"C13H21O8N1","CHON","AminoSugar",1.62,0.62,-0.125,-0.1538,13,21,8,1,0,0
318.1670694,"C13H25O6N3","CHON","Protein",1.92,0.46,-0.4286,-0.3077,13,25,6,3,0,0
319.0095398,"C14H8O9","CHO","ConHC",0.57,0.64,0.6842,0.7143,14,8,9,0,0,0
319.0277354,"C17H9O3N2P1","CHONP","ConHC",0.53,0.18,0.84,0.1765,17,9,3,2,0,1
319.0444874,"C9H21O6S2P1","CHOSP","Other",2.33,0.67,-2,-0.5556,9,21,6,0,2,1
319.0447774,"C9H13O7N4P1","CHONP","Tannin",1.44,0.78,-5,1.4444,9,13,7,4,0,1
319.0459919,"C15H12O8","CHO","Lignin",0.8,0.53,0.5455,0.2667,15,12,8,0,0,0
319.0611522,"C19H12O5","CHO","ConHC",0.63,0.26,0.697,-0.1053,19,12,5,0,0,0
319.0671289,"C12H16O10","CHO","Tannin",1.33,0.83,0,0.3333,12,16,10,0,0,0
319.0812311,"C8H20O9N2S1","CHONS","Other",2.5,1.12,-15,0.75,8,20,9,2,1,0
319.0823207,"C16H16O7","CHO","Lignin",1,0.44,0.44,-0.125,16,16,7,0,0,0
319.0937069,"C15H16O6N2","CHON","Lignin",1.07,0.4,0.4,0.1333,15,16,6,2,0,0
319.1177333,"C11H21O5N4P1","CHONP","Protein",1.91,0.45,-1,0.0909,11,21,5,4,0,1
319.118758,"C17H20O6","CHO","Lignin",1.18,0.35,0.3571,-0.4706,17,20,6,0,0,0
319.1399025,"C14H24O8","CHO","AminoSugar",1.71,0.57,-0.1,-0.5714,14,24,8,0,0,0
319.1540193,"C12H25O4N4P1","CHONP","Protein",2.08,0.33,-0.8,-0.4167,12,25,4,4,0,1
319.155101,"C18H24O5","CHO","Lignin",1.33,0.28,0.2903,-0.7778,18,24,5,0,0,0
319.1763171,"C15H28O7","CHO","Protein",1.87,0.47,-0.1304,-0.9333,15,28,7,0,0,0
319.1905517,"C13H29O3N4P1","CHONP","Lipid",2.23,0.23,-0.6923,-0.8462,13,29,3,4,0,1
319.1915275,"C19H28O4","CHO","Lignin",1.47,0.21,0.2353,-1.0526,19,28,4,0,0,0
319.9831806,"C8H7O9N3S1","CHONS","Other",0.88,1.12,3,2.75,8,7,9,3,1,0
320.0411676,"C14H11O8N1","CHON","ConHC",0.79,0.57,0.5556,0.5714,14,11,8,1,0,0
320.0775377,"C15H15O7N1","CHON","Lignin",1,0.47,0.4286,0.1333,15,15,7,1,0,0
320.1350786,"C13H23O8N1","CHON","AminoSugar",1.77,0.62,-0.25,-0.3077,13,23,8,1,0,0
320.9887942,"C13H6O10","CHO","ConHC",0.46,0.77,0.75,1.0769,13,6,10,0,0,0
321.0237933,"C8H19O7S2P1","CHOSP","Other",2.38,0.88,-4.3333,-0.125,8,19,7,0,2,1
321.0242215,"C8H11O8N4P1","CHONP","Tannin",1.38,1,3,2.125,8,11,8,4,0,1
321.0251845,"C14H10O9","CHO","ConHC",0.71,0.64,0.5789,0.5714,14,10,9,0,0,0
321.0404073,"C18H10O6","CHO","ConHC",0.56,0.33,0.7333,0.1111,18,10,6,0,0,0
321.0605095,"C9H15O7N4P1","CHONP","Carb",1.67,0.78,-7,1.2222,9,15,7,4,0,1
321.0616174,"C15H14O8","CHO","Lignin",0.93,0.53,0.4545,0.1333,15,14,8,0,0,0
321.0769481,"C19H14O5","CHO","ConHC",0.74,0.26,0.6364,-0.2105,19,14,5,0,0,0
321.0827018,"C12H18O10","CHO","Carb",1.5,0.83,-0.1429,0.1667,12,18,10,0,0,0
321.0969129,"C10H19O6N4P1","CHONP","AminoSugar",1.9,0.6,-2,0.5,10,19,6,4,0,1
321.097942,"C16H18O7","CHO","Lignin",1.12,0.44,0.36,-0.25,16,18,7,0,0,0
321.1091008,"C15H18O6N2","CHON","Lignin",1.2,0.4,0.3,0,15,18,6,2,0,0
321.1332835,"C11H23O5N4P1","CHONP","Protein",2.09,0.45,-1.2857,-0.0909,11,23,5,4,0,1
321.1334664,"C11H23O5N4P1","CHONP","Protein",2.09,0.45,-1.2857,-0.0909,11,23,5,4,0,1
321.1343833,"C17H22O6","CHO","Lignin",1.29,0.35,0.2857,-0.5882,17,22,6,0,0,0
321.1584281,"C13H27O5N2P1","CHONP","Protein",2.08,0.38,-0.4667,-0.8462,13,27,5,2,0,1
321.1695947,"C12H27O4N4P1","CHONP","Protein",2.25,0.33,-1,-0.5833,12,27,4,4,0,1
321.1707131,"C18H26O5","CHO","Lignin",1.44,0.28,0.2258,-0.8889,18,26,5,0,0,0
321.1771858,"C14H31O2N2S1P1","CHONSP","Lipid",2.21,0.14,-0.4444,-1.3571,14,31,2,2,1,1
321.191892,"C15H30O7","CHO","Protein",2,0.47,-0.2174,-1.0667,15,30,7,0,0,0
321.2071908,"C19H30O4","CHO","Lipid",1.58,0.21,0.1765,-1.1579,19,30,4,0,0,0
321.2104845,"C16H34O4S1","CHOS","Lipid",2.12,0.25,-0.2308,-1.5,16,34,4,0,1,0
321.2200053,"C16H35O4P1","CHOP","Lipid",2.19,0.25,-0.2308,-1.6875,16,35,4,0,0,1
322.0568739,"C14H13O8N1","CHON","Lignin",0.93,0.57,0.4444,0.4286,14,13,8,1,0,0
322.093223,"C15H17O7N1","CHON","Lignin",1.13,0.47,0.3333,0,15,17,7,1,0,0
322.9963624,"C13H9O8P1","CHOP","ConHC",0.69,0.62,0.625,0.5385,13,9,8,0,0,1
323.0044636,"C13H8O10","CHO","ConHC",0.62,0.77,0.625,0.9231,13,8,10,0,0,0
323.0198466,"C17H8O7","CHO","ConHC",0.47,0.41,0.7778,0.3529,17,8,7,0,0,0
323.039664,"C8H13O8N4P1","CHONP","Carb",1.62,1,4,1.875,8,13,8,4,0,1
